"Method","tau","n","p","seed","beta0","beta1","beta2","time"
"mRock",0.9,10000,2,347,0.00133266150850186,0.00363158313814571,-0.794314407746654,2.008
"mRock_global",0.9,10000,2,347,0.00381030160534568,0.776463469612969,-1.62255809531879,21.617
"two_step_Neyman",0.9,10000,2,348,3.84405525609737,-2.90461302288342,-1.56065291845006,0.136000000000003
"two_step_LS",0.9,10000,2,348,2.10085782248719,-2.01166770384105,-0.69081106140824,0.136000000000003
"mRock",0.9,10000,2,348,0.342758464436835,-0.361573541724711,-0.435750588595027,2.085
"mRock_global",0.9,10000,2,348,1.84626289195244,-2.11422736277594,-0.315815131671286,21.838
"two_step_Neyman",0.9,10000,2,349,3.30588266409534,-1.28298896514922,-1.35625765745722,0.104999999999997
"two_step_LS",0.9,10000,2,349,2.3301434251453,-2.03153287849646,0.325726022386718,0.104999999999997
"mRock",0.9,10000,2,349,0.255593351297917,-0.157267626374978,0.705865979273284,1.958
"mRock_global",0.9,10000,2,349,2.1660610532837,0.350429159427812,-1.69926930883709,16.013
"two_step_Neyman",0.9,10000,2,35,-1.51732012063058,0.803063100239549,2.12340603862266,0.0920000000000059
"two_step_LS",0.9,10000,2,35,0.0921312609155489,0.764882167321735,0.562684458701071,0.0920000000000059
"mRock",0.9,10000,2,35,0.187192694109527,-0.0845750122818494,1.43964695395205,1.9
"mRock_global",0.9,10000,2,35,0.465085781984483,0.253879590003989,1.07118933206088,17.729
"two_step_Neyman",0.9,10000,2,350,4.71874704517016,-2.85294971058523,0.150517724829129,0.111000000000004
"two_step_LS",0.9,10000,2,350,2.71729713097124,-1.41600244235065,0.73162013253598,0.111000000000004
"mRock",0.9,10000,2,350,0.563978670493232,-0.452269564043364,1.99752691161889,1.963
"mRock_global",0.9,10000,2,350,0.107374428862894,0.0232065295908646,1.36376969694743,18.85
"two_step_Neyman",0.9,10000,2,351,-2.12991210246392,-1.30540109009943,5.50609921388885,0.0989999999999966
"two_step_LS",0.9,10000,2,351,0.294908576335033,-2.43789054014737,4.24090970563661,0.0989999999999966
"mRock",0.9,10000,2,351,-0.09598005794816,-0.00584058771992302,2.22859429542952,1.959
"mRock_global",0.9,10000,2,351,-1.15390252652851,0.988305876633241,2.59768504862713,18.569
"two_step_Neyman",0.9,10000,2,352,-0.93742973879856,0.819550558449174,-1.47789779290216,0.0910000000000011
"two_step_LS",0.9,10000,2,352,-1.98416027302995,0.908809149959563,-0.488614199415622,0.0910000000000011
"mRock",0.9,10000,2,352,0.0843335716629952,0.0126473115162526,-1.51003297416511,1.89
"mRock_global",0.9,10000,2,352,1.3598978755923,-0.806541765175012,-1.72617926154889,14.559
"two_step_Neyman",0.9,10000,2,353,-7.27024325265784,7.02714904589713,2.35909229062428,0.103999999999999
"two_step_LS",0.9,10000,2,353,-4.32925613825347,4.46491864568688,2.00764013001604,0.103999999999999
"mRock",0.9,10000,2,353,-0.739110499245169,0.636235342261805,2.32115176839288,1.968
"mRock_global",0.9,10000,2,353,-2.26974023457153,2.13057203175065,2.57267960252065,17.679
"two_step_Neyman",0.9,10000,2,354,0.451952182170837,0.828919241583371,-1.10881373257129,0.116
"two_step_LS",0.9,10000,2,354,-1.20863223574423,0.362723089729591,1.03770712573044,0.116
"mRock",0.9,10000,2,354,0.0872428806808596,0.0505675073870426,0.256308322737084,1.97
"mRock_global",0.9,10000,2,354,-2.05265942821827,1.93917780625259,0.0672316796999155,17.46
"two_step_Neyman",0.9,10000,2,355,-1.70011473368874,1.00623711372329,-2.02262863647555,0.0909999999999975
"two_step_LS",0.9,10000,2,355,-1.50802140375607,1.43220496387693,-2.6281603701254,0.0909999999999975
"mRock",0.9,10000,2,355,0.197000672331963,-0.261730353409499,-2.69687679057419,1.962
"mRock_global",0.9,10000,2,355,2.50601629034872,-0.839854803985728,-4.64741592870504,14.938
"two_step_Neyman",0.9,10000,2,356,-0.655333128263832,-0.837523623182308,2.76811763641611,0.0839999999999961
"two_step_LS",0.9,10000,2,356,1.16618821896045,-1.31500219622181,1.44777507974425,0.0839999999999961
"mRock",0.9,10000,2,356,0.123955292366088,-0.0562818909957361,1.21910990059318,1.944
"mRock_global",0.9,10000,2,356,3.89277234335614,-2.37670725113974,1.04463954976264,17.486
"two_step_Neyman",0.9,10000,2,357,-4.25325051183111,4.73234373977034,0.156033812743701,0.0889999999999986
"two_step_LS",0.9,10000,2,357,-3.62508019144537,2.84036259788334,1.43255129690468,0.0889999999999986
"mRock",0.9,10000,2,357,-0.192372402916846,0.330642618003246,0.543659246652552,1.952
"mRock_global",0.9,10000,2,357,-0.600246367160653,0.710644783295817,0.138584771141311,20.87
"two_step_Neyman",0.9,10000,2,358,1.07150552897389,-0.0672025928910536,-4.92789308456062,0.0829999999999984
"two_step_LS",0.9,10000,2,358,0.273792217147821,-0.352041634532546,-3.86787240790707,0.0829999999999984
"mRock",0.9,10000,2,358,-0.120553832022881,0.148199390996754,-3.83103114343041,1.944
"mRock_global",0.9,10000,2,358,-1.25183114132151,1.08251504149868,-3.70322368012961,14.943
"two_step_Neyman",0.9,10000,2,359,1.582958123442,-1.1302338407838,-0.371102801597075,0.0840000000000032
"two_step_LS",0.9,10000,2,359,0.660785468290845,-1.16006582671625,0.582682532505771,0.0840000000000032
"mRock",0.9,10000,2,359,0.0267578133278619,0.0157524539427691,0.258119747066871,2.232
"mRock_global",0.9,10000,2,359,1.3280952838539,-1.62525278135892,0.41963941625194,18.406
"two_step_Neyman",0.9,10000,2,36,2.804567585936,-3.53983827334242,2.16155901280098,0.0970000000000013
"two_step_LS",0.9,10000,2,36,0.392771665971578,-0.838990052745382,1.86264913096139,0.0970000000000013
"mRock",0.9,10000,2,36,0.313160496590609,-0.186570846390381,1.34130747867682,1.904
"mRock_global",0.9,10000,2,36,-0.253840032740048,0.507619421185523,1.40967340838046,17.53
"two_step_Neyman",0.9,10000,2,360,-4.18605083758546,3.1335789789112,1.91601524726306,0.097999999999999
"two_step_LS",0.9,10000,2,360,-1.94940675069967,1.15395664034048,1.64269009524558,0.097999999999999
"mRock",0.9,10000,2,360,-0.278237668072071,0.210775985627706,1.06780048401264,1.987
"mRock_global",0.9,10000,2,360,-1.1326263423978,1.04099504719003,1.22879817792976,17.424
"two_step_Neyman",0.9,10000,2,361,-0.603722874593507,-1.79361562550167,3.00725738182462,0.0889999999999986
"two_step_LS",0.9,10000,2,361,-0.2062270889014,-1.06016733637232,1.89675362827205,0.0889999999999986
"mRock",0.9,10000,2,361,-0.010620067950593,-0.145732193358459,0.95099968552762,1.888
"mRock_global",0.9,10000,2,361,1.47532735652708,-1.34333618626715,1.45231583093199,14.45
"two_step_Neyman",0.9,10000,2,362,-1.15836220988681,1.34950019735459,0.0909410554910011,0.0970000000000013
"two_step_LS",0.9,10000,2,362,-1.33930299359725,1.2617175806351,0.335199613816869,0.0970000000000013
"mRock",0.9,10000,2,362,-0.176102072711854,0.0734702269306933,0.58903564262603,1.919
"mRock_global",0.9,10000,2,362,-2.15164081368777,1.68102358344985,0.681372576728421,14.867
"two_step_Neyman",0.9,10000,2,363,2.26548638247832,-0.627820883721713,-4.70478198140812,0.0850000000000009
"two_step_LS",0.9,10000,2,363,1.74834511504921,-1.30347587883689,-3.49773234686899,0.0850000000000009
"mRock",0.9,10000,2,363,0.0674089756050664,-0.100344512989862,-2.78007678848849,1.996
"mRock_global",0.9,10000,2,363,-0.00102061995799385,-0.319913700326736,-2.77921463067332,17.741
"two_step_Neyman",0.9,10000,2,364,-4.12227442888813,3.660732923889,0.428381857439348,0.105000000000004
"two_step_LS",0.9,10000,2,364,-3.2115669173716,2.9728746520498,0.186866658574928,0.105000000000004
"mRock",0.9,10000,2,364,-0.33258899471041,0.343824699792013,-0.00588957512279364,2.006
"mRock_global",0.9,10000,2,364,-5.84786449822817,5.42678300513334,0.77342312315578,17.844
"two_step_Neyman",0.9,10000,2,365,-1.29545927671662,-0.780156755017964,-0.553021184353227,0.0839999999999961
"two_step_LS",0.9,10000,2,365,-0.658743700101836,-0.231955053514307,-1.73671792311377,0.0839999999999961
"mRock",0.9,10000,2,365,-0.114891538705134,0.145767889410586,-2.42416740289447,2.023
"mRock_global",0.9,10000,2,365,-1.54117545997661,1.3826807511052,-1.86710262307174,20.908
"two_step_Neyman",0.9,10000,2,366,1.80937839518375,-0.304107032598715,-0.755132773696559,0.103000000000002
"two_step_LS",0.9,10000,2,366,2.82181212520506,-1.6078524062111,-0.484177101213817,0.103000000000002
"mRock",0.9,10000,2,366,-0.0177276981757579,0.0517908427391793,0.888671190988404,2.013
"mRock_global",0.9,10000,2,366,-0.457412589424405,0.209758100078646,0.551711745271291,15.079
"two_step_Neyman",0.9,10000,2,367,-6.14342160388238,4.5000775161606,1.44517089993117,0.108000000000001
"two_step_LS",0.9,10000,2,367,-2.42699863734358,1.5286669861113,0.663656411483302,0.108000000000001
"mRock",0.9,10000,2,367,-0.673833033247064,0.740242937759238,-0.0736294782022355,2.003
"mRock_global",0.9,10000,2,367,-1.72216952208119,1.55122007206061,0.418415210812512,15.164
"two_step_Neyman",0.9,10000,2,368,0.165898212841012,1.3733268790835,-1.32213468791188,0.0910000000000011
"two_step_LS",0.9,10000,2,368,1.1888757762594,0.555089316174843,-1.53251105147389,0.0910000000000011
"mRock",0.9,10000,2,368,-0.117426968524562,0.140726959806945,0.37920107735043,1.957
"mRock_global",0.9,10000,2,368,-0.991772065649008,1.06040267224804,-0.174860837349158,20.721
"two_step_Neyman",0.9,10000,2,369,-1.08948816564137,1.73738093018405,1.60522592433261,0.0949999999999989
"two_step_LS",0.9,10000,2,369,-0.974597101455386,0.79012516352966,2.40003833189802,0.0949999999999989
"mRock",0.9,10000,2,369,-0.187199250147684,0.168519372444442,2.40581472795643,2.026
"mRock_global",0.9,10000,2,369,-0.187659979556692,0.851978256553289,1.61328965388955,21.847
"two_step_Neyman",0.9,10000,2,37,0.379524721658642,-1.83630936673016,-0.144825655047043,0.105999999999995
"two_step_LS",0.9,10000,2,37,0.0143906979369746,-0.374709648027987,-1.22339806140771,0.105999999999995
"mRock",0.9,10000,2,37,0.236172687333064,-0.3016170479147,-1.34261641571848,2.143
"mRock_global",0.9,10000,2,37,2.10987090549926,-2.54795197684895,-0.523756257498277,21.221
"two_step_Neyman",0.9,10000,2,370,-2.50700216114174,-0.081934133488585,2.5171388667964,0.101999999999997
"two_step_LS",0.9,10000,2,370,0.482997660612274,-0.0906253416645404,-0.494038161761281,0.101999999999997
"mRock",0.9,10000,2,370,-0.138029570863277,0.00189812295466441,0.161849708150399,2.029
"mRock_global",0.9,10000,2,370,0.784946434198112,-0.707597103032926,0.926761094712276,18.358
"two_step_Neyman",0.9,10000,2,371,3.52241834021169,-1.48949775315179,-1.25947506565794,0.0870000000000033
"two_step_LS",0.9,10000,2,371,3.07992435223333,-1.23567716275982,-1.08122775512071,0.0870000000000033
"mRock",0.9,10000,2,371,0.52047568996956,-0.386831847102101,0.803960156039409,1.937
"mRock_global",0.9,10000,2,371,0.444999817783185,-0.662694788148126,0.538322797885925,17.605
"two_step_Neyman",0.9,10000,2,372,3.29893568832502,-0.341655117544532,-5.70654502801997,0.128999999999998
"two_step_LS",0.9,10000,2,372,0.0534520015219853,0.523847782110065,-3.30538371276627,0.128999999999998
"mRock",0.9,10000,2,372,-0.0702185095042367,-0.00733782790083559,-2.47567950572807,1.928
"mRock_global",0.9,10000,2,372,-0.359115101682143,-0.0476699333364405,-2.25487684107966,17.876
"two_step_Neyman",0.9,10000,2,373,0.384525303596079,-0.368969442884842,-2.40822796346596,0.0899999999999963
"two_step_LS",0.9,10000,2,373,-1.55770787139067,1.83907596981277,-2.65481693670841,0.0899999999999963
"mRock",0.9,10000,2,373,0.0057319175213042,-0.116072921600489,-2.20368739071176,1.931
"mRock_global",0.9,10000,2,373,2.98130222256032,-2.87005432586281,-2.96731218479972,20.864
"two_step_Neyman",0.9,10000,2,374,2.99320688861855,-0.833739721989879,-4.55187613316495,0.122
"two_step_LS",0.9,10000,2,374,1.41040684424914,-0.714686410769144,-3.05503376012024,0.122
"mRock",0.9,10000,2,374,0.566392298939259,-0.345281854294609,-2.32824645999369,1.927
"mRock_global",0.9,10000,2,374,2.17584407979157,-1.13679217290975,-3.7090397761706,17.768
"two_step_Neyman",0.9,10000,2,375,2.59883837124315,-3.22551950809448,-1.43022949568304,0.0899999999999963
"two_step_LS",0.9,10000,2,375,4.10594393130093,-2.64275639923935,-3.54162954148073,0.0899999999999963
"mRock",0.9,10000,2,375,0.346882530304728,-0.396825226339896,-1.90229984962423,1.932
"mRock_global",0.9,10000,2,375,-1.2185014213367,1.09482048445462,-1.51824278443115,20.948
"two_step_Neyman",0.9,10000,2,376,0.58159978111853,0.726445438745924,-2.9938264291051,0.105
"two_step_LS",0.9,10000,2,376,0.575218835133825,1.01796439289386,-3.2487849779744,0.105
"mRock",0.9,10000,2,376,0.241695270931016,-0.0644665963822564,-1.75140700595858,1.934
"mRock_global",0.9,10000,2,376,-1.95040577977483,1.91380203558752,-2.34005153850566,15.089
"two_step_Neyman",0.9,10000,2,377,0.808606945335674,-1.28313039067749,0.411297977489028,0.0920000000000059
"two_step_LS",0.9,10000,2,377,1.77220831873899,-1.91696476836238,0.0837252777510997,0.0920000000000059
"mRock",0.9,10000,2,377,0.150394509246985,-0.169393323267067,0.107122284339269,1.91
"mRock_global",0.9,10000,2,377,0.35590728097899,-0.698274465956801,0.639169394648505,17.246
"two_step_Neyman",0.9,10000,2,378,3.78067838156232,-2.38993355486354,0.765665704503874,0.0820000000000007
"two_step_LS",0.9,10000,2,378,0.441217901687957,-0.276559951429957,1.97798100255488,0.0820000000000007
"mRock",0.9,10000,2,378,0.241929901659778,-0.153186368618869,2.27915841542455,1.942
"mRock_global",0.9,10000,2,378,2.61667151510062,-1.66904047741415,1.00690982481301,14.757
"two_step_Neyman",0.9,10000,2,379,0.422185001216791,-1.41858532644643,0.98492968303556,0.0870000000000033
"two_step_LS",0.9,10000,2,379,-0.287123646162453,0.73837894415385,-0.453733724709792,0.0870000000000033
"mRock",0.9,10000,2,379,-0.0484695222259166,-0.0374148467100026,0.128710366112827,1.98
"mRock_global",0.9,10000,2,379,0.112433791808873,0.0588433535013295,0.321855236470128,20.718
"two_step_Neyman",0.9,10000,2,38,5.05942802292148,-3.06953003834773,-2.84180392506073,0.131
"two_step_LS",0.9,10000,2,38,3.82041537574026,-2.65232046044881,-2.04286759162606,0.131
"mRock",0.9,10000,2,38,0.365573212649642,-0.279201044680758,-0.839227714945665,2.131
"mRock_global",0.9,10000,2,38,2.57049100428563,-2.85681944585581,-0.574243041569446,15.944
"two_step_Neyman",0.9,10000,2,380,1.94279366036525,-0.481569534807747,-4.06454152808055,0.129000000000005
"two_step_LS",0.9,10000,2,380,1.03789523033619,-0.631173946385756,-3.01863898851823,0.129000000000005
"mRock",0.9,10000,2,380,0.357031447540084,-0.373409380960315,-2.3067447424051,1.919
"mRock_global",0.9,10000,2,380,1.06477850329252,-0.695614604639149,-3.16673747251573,17.328
"two_step_Neyman",0.9,10000,2,381,4.73391635965009,-3.60558974806359,-3.6521746531772,0.103000000000002
"two_step_LS",0.9,10000,2,381,3.35592401117612,-3.12545053031666,-2.77759734302461,0.103000000000002
"mRock",0.9,10000,2,381,0.417999208036951,-0.236638610580322,-2.63937207215766,1.898
"mRock_global",0.9,10000,2,381,4.20683471642772,-1.22373239051573,-5.15012091081698,14.547
"two_step_Neyman",0.9,10000,2,382,-0.797556959627621,0.324020138983136,-0.291071727778203,0.093
"two_step_LS",0.9,10000,2,382,-0.0729670745636222,-0.00845964013872891,-0.682894748478191,0.093
"mRock",0.9,10000,2,382,-0.0213967850647583,-0.0070737518880124,-0.572383393701259,1.913
"mRock_global",0.9,10000,2,382,-1.30958299578072,1.50218713177646,-0.887295590857676,14.548
"two_step_Neyman",0.9,10000,2,383,1.01834267882654,-2.08879027568549,0.404902910767774,0.111000000000004
"two_step_LS",0.9,10000,2,383,1.50524617592138,-1.12020954105524,-1.06973691096435,0.111000000000004
"mRock",0.9,10000,2,383,0.125906642024847,-0.230451497212646,-0.37566620220268,1.897
"mRock_global",0.9,10000,2,383,0.734701158668459,-0.943181554151386,-0.125434586325369,17.564
"two_step_Neyman",0.9,10000,2,384,-5.02106542434938,5.13823673385725,-3.45862236803791,0.116
"two_step_LS",0.9,10000,2,384,-3.07365537227774,2.81798630298803,-3.05924946847814,0.116
"mRock",0.9,10000,2,384,-0.266536818044353,0.324981903878524,-3.25644903848526,2.326
"mRock_global",0.9,10000,2,384,-1.4513585551791,1.50402917194785,-3.39023049647795,19.282
"two_step_Neyman",0.9,10000,2,385,-0.012758253375587,-1.43831822067472,2.40331708719748,0.122
"two_step_LS",0.9,10000,2,385,-0.3699790302957,-2.23887389423401,3.53566348287779,0.122
"mRock",0.9,10000,2,385,0.187158394410444,-0.223515244014192,1.08802929025917,2.111
"mRock_global",0.9,10000,2,385,0.932842565529928,-0.784688366667086,1.02264298532815,16.49
"two_step_Neyman",0.9,10000,2,386,3.71985201108623,-2.47218829569514,-2.95344570810212,0.134999999999998
"two_step_LS",0.9,10000,2,386,2.72674660670967,-1.70287330393717,-2.75572179949849,0.134999999999998
"mRock",0.9,10000,2,386,0.640106896235052,-0.286036377372894,-1.98758072947979,2.124
"mRock_global",0.9,10000,2,386,1.11801932699466,-1.34117170193848,-1.88430019053912,16.03
"two_step_Neyman",0.9,10000,2,387,-2.51210990358521,-1.00220243046638,4.88977910621173,0.143999999999998
"two_step_LS",0.9,10000,2,387,-2.21401661767744,0.114588821697901,3.4636357125837,0.143999999999998
"mRock",0.9,10000,2,387,-0.0105153815230539,-0.156325414087968,1.62105347840847,2.133
"mRock_global",0.9,10000,2,387,-1.45448029923737,1.13901281824854,2.63440811352419,18.123
"two_step_Neyman",0.9,10000,2,388,-1.49681239651433,0.609254181735448,1.6315831834203,0.106000000000002
"two_step_LS",0.9,10000,2,388,-3.13144970173924,2.51200497001973,1.38201234187042,0.106000000000002
"mRock",0.9,10000,2,388,-0.290958863240358,0.209445123748135,0.973121903542989,2.118
"mRock_global",0.9,10000,2,388,-0.372745066614024,0.643826303799114,0.52472999156052,15.87
"two_step_Neyman",0.9,10000,2,389,2.86602614426532,-4.83627758470145,0.894732178695932,0.0819999999999936
"two_step_LS",0.9,10000,2,389,1.18307250473582,-2.61654966626201,0.348556105226095,0.0819999999999936
"mRock",0.9,10000,2,389,0.252541303728457,-0.316292744844463,-0.968388008808319,1.965
"mRock_global",0.9,10000,2,389,1.68834077558605,-2.02870233177967,-0.152681001778703,18.003
"two_step_Neyman",0.9,10000,2,39,-2.8066156961916,-0.122115388923175,3.17079148652644,0.097999999999999
"two_step_LS",0.9,10000,2,39,-0.322545543649124,-1.1123502598119,1.68697578634468,0.097999999999999
"mRock",0.9,10000,2,39,-0.268650363367581,0.125383501747718,0.624781518519754,2.133
"mRock_global",0.9,10000,2,39,2.12610401209022,-1.98500332109612,0.905364733939919,15.668
"two_step_Neyman",0.9,10000,2,390,1.97976896793314,-0.0273167505790015,-3.20974839542227,0.101999999999997
"two_step_LS",0.9,10000,2,390,0.654171500527325,-0.0499703140891188,-1.85956805463751,0.101999999999997
"mRock",0.9,10000,2,390,0.12995553306392,0.0851762956926878,-1.41525596764933,1.972
"mRock_global",0.9,10000,2,390,1.66309099856209,-1.81794589128758,-1.66408871314394,15.243
"two_step_Neyman",0.9,10000,2,391,-1.25644854043181,1.37492949056209,-0.245379041014928,0.0820000000000007
"two_step_LS",0.9,10000,2,391,-1.13971807874874,1.5617500487241,-0.539318029236028,0.0820000000000007
"mRock",0.9,10000,2,391,0.0333492015748167,0.201762640400201,-0.262653354396676,1.961
"mRock_global",0.9,10000,2,391,0.852087513350013,-0.325514694946048,-0.311642613276391,15.138
"two_step_Neyman",0.9,10000,2,392,1.97862569790095,-4.63759239846539,4.36358183930702,0.103000000000002
"two_step_LS",0.9,10000,2,392,2.85663141387494,-3.50969638330617,2.29786702723051,0.103000000000002
"mRock",0.9,10000,2,392,0.320097453832719,-0.506470839413502,1.96663778671353,1.9
"mRock_global",0.9,10000,2,392,0.208117381650345,-0.476945524075838,2.78254903288885,20.681
"two_step_Neyman",0.9,10000,2,393,0.165137909065653,1.85987032409589,-1.16878314211972,0.0840000000000032
"two_step_LS",0.9,10000,2,393,-0.630539313873803,1.97716033249478,-0.457991658614034,0.0840000000000032
"mRock",0.9,10000,2,393,-0.165826995622282,0.245415981888307,0.906774627075905,1.938
"mRock_global",0.9,10000,2,393,1.23816363729318,0.139561972750478,-0.675428194561448,17.855
"two_step_Neyman",0.9,10000,2,394,-1.49358670826205,0.969986688084122,2.90432623391419,0.0849999999999973
"two_step_LS",0.9,10000,2,394,-0.147714120744565,-0.246992177364719,2.79320259102271,0.0849999999999973
"mRock",0.9,10000,2,394,0.0527453461747447,0.00875029067586741,2.53254697072718,1.953
"mRock_global",0.9,10000,2,394,1.25623659266651,-0.0453095397958792,1.27595980465617,14.886
"two_step_Neyman",0.9,10000,2,395,3.27327091056557,-3.69004547777222,1.9615152063387,0.0940000000000012
"two_step_LS",0.9,10000,2,395,2.20247078407998,-2.60835583632,1.92589326877093,0.0940000000000012
"mRock",0.9,10000,2,395,0.336272248911791,-0.27322578911469,1.46213301939187,1.951
"mRock_global",0.9,10000,2,395,0.000890030648461604,0.34001083079262,1.28289824235544,17.842
"two_step_Neyman",0.9,10000,2,396,0.981057361951519,-2.66207324195643,0.98967880090531,0.0810000000000031
"two_step_LS",0.9,10000,2,396,0.984705513194678,-2.54571803496005,0.874249320780152,0.0810000000000031
"mRock",0.9,10000,2,396,0.334806876710609,-0.280560617826554,-0.780358883576938,1.955
"mRock_global",0.9,10000,2,396,-0.0828366813464481,-0.0979135139858336,0.0286459901428486,20.682
"two_step_Neyman",0.9,10000,2,397,5.08991772179689,-1.71184186033228,-6.39378261339745,0.103999999999999
"two_step_LS",0.9,10000,2,397,2.07962870438005,-0.0206952211378471,-5.0668590835126,0.103999999999999
"mRock",0.9,10000,2,397,0.456453070051102,-0.241544183418066,-3.03958137692661,1.945
"mRock_global",0.9,10000,2,397,1.74572267332142,0.00146226562027341,-5.33082876215002,17.798
"two_step_Neyman",0.9,10000,2,398,-3.5623025547021,3.50262040450456,-0.341747000689651,0.106000000000002
"two_step_LS",0.9,10000,2,398,0.115012050531579,1.115445552337,-1.5895345562442,0.106000000000002
"mRock",0.9,10000,2,398,-0.32288385890059,0.334426541000575,-0.232757443486008,1.939
"mRock_global",0.9,10000,2,398,-0.813962781392591,1.90702133824505,-1.08114114036407,17.704
"two_step_Neyman",0.9,10000,2,399,0.149163608922749,-0.0803626339240604,-1.08437420235737,0.116999999999997
"two_step_LS",0.9,10000,2,399,-1.69213183913273,1.43616364719055,-0.775034835869519,0.116999999999997
"mRock",0.9,10000,2,399,0.0233932118969857,0.190233144885054,-1.12186864156544,2.168
"mRock_global",0.9,10000,2,399,0.540735233453158,-0.0388279328425858,-0.813515381976657,18.412
"two_step_Neyman",0.9,10000,2,4,-4.81151736193232,4.20543932748002,0.396002203519615,0.128999999999998
"two_step_LS",0.9,10000,2,4,-3.26999734184905,3.08701623284357,-0.0388021587407792,0.128999999999998
"mRock",0.9,10000,2,4,-0.163842070753057,0.273956420623118,-0.25904768590874,2.103
"mRock_global",0.9,10000,2,4,-0.56172087125102,0.647757644035087,-0.0905724454872683,21.941
"two_step_Neyman",0.9,10000,2,40,-4.01209379023409,3.88452078697131,1.35639970131423,0.0969999999999942
"two_step_LS",0.9,10000,2,40,-2.70179456363225,2.90556567376983,1.04324212836158,0.0969999999999942
"mRock",0.9,10000,2,40,-0.339968332122954,0.315078767850534,1.30362014211045,2.134
"mRock_global",0.9,10000,2,40,-0.460599412436466,1.00340526472959,1.18398155861367,15.726
"two_step_Neyman",0.9,10000,2,400,-0.182836774466988,1.38253773968621,-1.75751758682583,0.0919999999999987
"two_step_LS",0.9,10000,2,400,1.49986901527695,1.20432549941493,-3.26443246068213,0.0919999999999987
"mRock",0.9,10000,2,400,-0.297015791763176,0.259657834479004,-0.580822455284249,1.981
"mRock_global",0.9,10000,2,400,-0.126695711563586,0.207438956921031,-0.920709839343061,17.749
"two_step_Neyman",0.9,10000,2,401,1.73833309030091,-2.4110949806164,1.07376766958637,0.105
"two_step_LS",0.9,10000,2,401,2.7706573664812,-2.86274948046631,0.496173997176768,0.105
"mRock",0.9,10000,2,401,0.142641627496916,-0.265694107429042,0.308556475439943,1.893
"mRock_global",0.9,10000,2,401,1.37030119053079,-1.81495424336405,0.761918340668387,14.6
"two_step_Neyman",0.9,10000,2,402,1.71474410402063,-1.99634861300928,-1.09899253660306,0.0869999999999997
"two_step_LS",0.9,10000,2,402,3.36311064634119,-3.01415292357845,-1.72052736402466,0.0869999999999997
"mRock",0.9,10000,2,402,0.150293903468383,-0.0962624448788003,-1.41312471303424,1.985
"mRock_global",0.9,10000,2,402,1.06455174966719,-0.299291600001627,-2.18866405075252,15.104
"two_step_Neyman",0.9,10000,2,403,1.07315687320388,-1.08459298113075,0.154666982956073,0.126999999999999
"two_step_LS",0.9,10000,2,403,-1.32446308114931,0.676381088695832,0.779222694566641,0.126999999999999
"mRock",0.9,10000,2,403,-0.175703317637439,0.136429937259419,0.44931179264421,1.97
"mRock_global",0.9,10000,2,403,-1.53387737603686,1.07172326819087,0.855265072532717,15.244
"two_step_Neyman",0.9,10000,2,404,-1.08987643945321,0.533028230720111,-1.06282577598358,0.0899999999999963
"two_step_LS",0.9,10000,2,404,-0.362593486734093,0.721179619267962,-2.01258319801063,0.0899999999999963
"mRock",0.9,10000,2,404,-0.17218442450533,0.0101112022054428,-1.24716593277734,2.008
"mRock_global",0.9,10000,2,404,-2.51439437711682,1.95085204364951,-0.605371430120371,21.266
"two_step_Neyman",0.9,10000,2,405,-0.58363775489288,1.03414972304304,0.0668230322294221,0.102000000000004
"two_step_LS",0.9,10000,2,405,-2.06087121930259,1.564390792611,0.982931585360078,0.102000000000004
"mRock",0.9,10000,2,405,0.407914882919384,-0.20218211991495,0.368793022875849,2.039
"mRock_global",0.9,10000,2,405,-1.32775375219774,1.22551172865642,0.55894928391649,17.821
"two_step_Neyman",0.9,10000,2,406,1.44149741938914,0.47340074940593,-4.7987123322788,0.0939999999999941
"two_step_LS",0.9,10000,2,406,-0.20066333875071,1.10136971080154,-3.80613560206857,0.0939999999999941
"mRock",0.9,10000,2,406,-0.219695684552744,0.203861476149607,-2.72775179493766,2.045
"mRock_global",0.9,10000,2,406,-1.85901980123946,2.1275733961442,-3.35003873180929,18.123
"two_step_Neyman",0.9,10000,2,407,3.05609113307391,-1.63935258970372,-1.73604494767893,0.0930000000000035
"two_step_LS",0.9,10000,2,407,0.963379111065262,-0.422446204395823,-0.862637995153491,0.0930000000000035
"mRock",0.9,10000,2,407,0.266604125366119,-0.250130182413022,-0.132829527372465,1.959
"mRock_global",0.9,10000,2,407,-0.16408143121453,0.346151055213834,-0.607486410748933,17.834
"two_step_Neyman",0.9,10000,2,408,-1.42346388939982,2.51738540112814,-1.74190447698811,0.0889999999999986
"two_step_LS",0.9,10000,2,408,0.976749746452716,-0.0339988714697705,-1.57688386332906,0.0889999999999986
"mRock",0.9,10000,2,408,0.064839787810965,0.0136534724396475,-0.530353003203416,2.03
"mRock_global",0.9,10000,2,408,0.848899203709037,-0.912215467195592,-0.625991776412604,18.289
"two_step_Neyman",0.9,10000,2,409,-1.31120077209694,0.315914664854157,-0.512752821339589,0.088000000000001
"two_step_LS",0.9,10000,2,409,-1.26486747613339,-0.0371867102355217,-0.193483912255374,0.088000000000001
"mRock",0.9,10000,2,409,-0.0197204725595723,-0.119655215231553,-1.2608573963556,2.038
"mRock_global",0.9,10000,2,409,0.529383018088012,0.0250496707507,-1.69149752123697,21.71
