"Method","tau","n","p","seed","num_bin","beta0","beta1","beta2","time"
"Average of linear quantiles",0.9,10000,2,88,NA,2.0911065872564,-4.46944027833348,-1.95313200260841,0.422000000000001
"Average of linear quantiles",0.9,10000,2,89,NA,3.76884878971271,-3.10412231219367,-3.43931148346573,0.457999999999998
"Average of linear quantiles",0.9,10000,2,9,NA,5.10002795631503,-1.90029999584538,-1.93393501344662,0.468999999999998
"Average of linear quantiles",0.9,10000,2,90,NA,3.00188442967472,-2.05715340877037,-1.04324609498873,0.436
"Average of linear quantiles",0.9,10000,2,91,NA,3.40285761719643,-2.63562918382727,-3.32410603126361,0.422999999999998
"Average of linear quantiles",0.9,10000,2,92,NA,2.78282505172564,-0.54185497331415,1.61211083010416,0.435000000000002
"Average of linear quantiles",0.9,10000,2,93,NA,3.72674873230998,1.11822546449847,-1.43759778872687,0.417
"Average of linear quantiles",0.9,10000,2,94,NA,4.49449561559181,2.54577606369223,-4.24692180148555,0.408999999999999
"Average of linear quantiles",0.9,10000,2,95,NA,2.23470928010086,-1.46122147033022,0.656379891895869,0.440999999999999
"Average of linear quantiles",0.9,10000,2,96,NA,2.35621039833243,-1.94006534892581,0.969182563172581,0.475999999999999
"Average of linear quantiles",0.9,10000,2,97,NA,4.0114287015313,-5.47935739905507,-1.00470533566619,0.401
"Average of linear quantiles",0.9,10000,2,98,NA,2.64152674921199,0.303203535476988,-0.398000397256726,0.425000000000001
"Average of linear quantiles",0.9,10000,2,99,NA,2.99979741672811,-0.981073126213342,1.44933310216704,0.484999999999999
