"Method","tau","n","p","seed","num_bin","beta0","beta1","beta2","time"
"mRock_kNN_bs_Neyman",0.8,10000,2,1,2,-0.00153474454198399,-0.0100751893339504,0.0196221786016872,116.251
"mRock_kNN_global_linear_Neyman",0.8,10000,2,1,2,-0.00381728505621326,-0.00768892772928398,0.0193021229641364,104.741
"mRock_kNN_bs_Neyman",0.8,10000,2,1,3,-0.0229896159363545,0.0130671228860688,-0.00264218052622756,117.1
"mRock_kNN_global_linear_Neyman",0.8,10000,2,1,3,-0.0237240471330207,0.0144419347266704,-0.00219851445915342,103.411
"mRock_kNN_bs_Neyman",0.8,10000,2,1,4,-0.0298447578211292,0.0191824092227568,-0.00869716902553996,117.249
"mRock_kNN_global_linear_Neyman",0.8,10000,2,1,4,-0.0307558763686597,0.020723777162694,-0.00800237433278372,104.228
"mRock_kNN_bs_Neyman",0.8,10000,2,1,5,-0.0158070716569934,0.00870580999216486,-0.00615051975716074,117.014
"mRock_kNN_global_linear_Neyman",0.8,10000,2,1,5,-0.0167032468893589,0.00983571442876574,-0.00515677509326107,104.851
"mRock_kNN_bs_Neyman",0.8,10000,2,1,6,-0.0083183650133154,0.000119199800102887,0.00598146425430368,117.67
"mRock_kNN_global_linear_Neyman",0.8,10000,2,1,6,-0.00899023588171954,0.000989388718167561,0.00670535298956754,104.528
"mRock_kNN_bs_Neyman",0.8,10000,2,1,7,-0.0037234399838455,-0.0114183887684947,0.0198595885395152,117.224
"mRock_kNN_global_linear_Neyman",0.8,10000,2,1,7,-0.00449645194488757,-0.010880962600575,0.0217689895774971,104.704
"mRock_kNN_bs_Neyman",0.8,10000,2,1,8,-0.00947634308889267,-0.00307483040168144,0.00957629963531392,117.413
"mRock_kNN_global_linear_Neyman",0.8,10000,2,1,8,-0.0107620822973964,-0.00197359411985243,0.0114915133854741,104.837
"mRock_kNN_bs_Neyman",0.8,10000,2,1,9,-0.00694227151428839,-0.00390999777704204,0.00863527671621167,117.33
"mRock_kNN_global_linear_Neyman",0.8,10000,2,1,9,-0.00791831744416949,-0.00271355169620113,0.00918299245884047,104.601
"two_step_Neyman",0.8,10000,2,1,NA,-0.0239756226190817,0.00559861243471271,0.00980207058709048,0.0679999999999836
"two_step_LS",0.8,10000,2,1,NA,-0.00874570350959503,-0.00366834733209576,0.0110660878531386,0.0210000000001855
"mRock_kNN_bs_Neyman",0.8,10000,2,10,2,-0.0147481532687295,0.0149375014162962,-0.0224695093763225,117.101
"mRock_kNN_global_linear_Neyman",0.8,10000,2,10,2,-0.0144391295919792,0.0147654684799168,-0.0222259027376586,105.27
"mRock_kNN_bs_Neyman",0.8,10000,2,10,3,-0.0181090007418905,0.0136851692199889,-0.0200157431886696,117.053
"mRock_kNN_global_linear_Neyman",0.8,10000,2,10,3,-0.0174684198794521,0.0132470665172955,-0.0194247251036108,103.821
"mRock_kNN_bs_Neyman",0.8,10000,2,10,4,-0.0091935815158446,0.00222524689086168,-0.00538248482523951,116.531
"mRock_kNN_global_linear_Neyman",0.8,10000,2,10,4,-0.00889935542617337,0.0020214684578197,-0.00548753114042189,103.78
"mRock_kNN_bs_Neyman",0.8,10000,2,10,5,-0.00193400055073445,-0.00819548607979836,0.00181641080846973,116.455
"mRock_kNN_global_linear_Neyman",0.8,10000,2,10,5,-0.00183495994636207,-0.00818379046123496,0.00202657742160728,104.031
"mRock_kNN_bs_Neyman",0.8,10000,2,10,6,-0.0088622978196562,0.00343786400089474,-0.0150303599930295,116.671
"mRock_kNN_global_linear_Neyman",0.8,10000,2,10,6,-0.00849454360404422,0.00346122927825832,-0.0152902050336152,103.83
"mRock_kNN_bs_Neyman",0.8,10000,2,10,7,-0.0140679787979634,0.00757079235652647,-0.0138975255342011,116.459
"mRock_kNN_global_linear_Neyman",0.8,10000,2,10,7,-0.0136703208958586,0.00750967035579064,-0.0137985980212916,104.035
"mRock_kNN_bs_Neyman",0.8,10000,2,10,8,-0.0100697519024917,0.00122914182310918,-0.0089274980051206,116.478
"mRock_kNN_global_linear_Neyman",0.8,10000,2,10,8,-0.00976491903423704,0.00131604527695117,-0.00885950928282853,104.05
"mRock_kNN_bs_Neyman",0.8,10000,2,10,9,-0.00719135861532028,-0.00391609420135497,0.00328421934380341,116.753
"mRock_kNN_global_linear_Neyman",0.8,10000,2,10,9,-0.00663283360554145,-0.00427616193840752,0.00347793832116938,103.824
"two_step_Neyman",0.8,10000,2,10,NA,-0.00249582881663701,-0.00031250924576387,-0.0130207497219912,0.0729999999998654
"two_step_LS",0.8,10000,2,10,NA,0.00493327584455439,-0.00406099573032837,-0.014243051421686,0.0160000000000764
"mRock_kNN_bs_Neyman",0.8,10000,2,100,2,-0.0163627717059176,0.0166931159631196,-0.0127926512728243,119.776
"mRock_kNN_global_linear_Neyman",0.8,10000,2,100,2,-0.0158132784954061,0.0161093151533818,-0.0119023683117563,106.348
"mRock_kNN_bs_Neyman",0.8,10000,2,100,3,-0.00253125553914035,-0.0118133458848906,0.0296930485625824,119.935
"mRock_kNN_global_linear_Neyman",0.8,10000,2,100,3,-0.00273716895545117,-0.0114027971103461,0.0296111659925131,104.127
"mRock_kNN_bs_Neyman",0.8,10000,2,100,4,-0.00944121733938541,-0.000122264920226822,0.0091592527957145,118.892
"mRock_kNN_global_linear_Neyman",0.8,10000,2,100,4,-0.00944266669106253,-0.000158176495252071,0.00982393629602285,103.693
"mRock_kNN_bs_Neyman",0.8,10000,2,100,5,-0.00661265235311626,-0.00283314083497821,0.0135350168216144,118.624
"mRock_kNN_global_linear_Neyman",0.8,10000,2,100,5,-0.00672917797630168,-0.00286158505501399,0.0140191130202494,104.169
"mRock_kNN_bs_Neyman",0.8,10000,2,100,6,-0.00567077560935036,-0.00534715227678539,0.0192300039701987,117.807
"mRock_kNN_global_linear_Neyman",0.8,10000,2,100,6,-0.00564728287066685,-0.00513491638045549,0.0193367663634891,103.76
"mRock_kNN_bs_Neyman",0.8,10000,2,100,7,-0.00712363977655772,0.00266470039713917,0.00830601920243357,117.486
"mRock_kNN_global_linear_Neyman",0.8,10000,2,100,7,-0.00747430937211924,0.00283993414904682,0.00894631685547953,102.932
"mRock_kNN_bs_Neyman",0.8,10000,2,100,8,-0.0130932442101586,0.00825283314538616,0.00160177922262505,117.396
"mRock_kNN_global_linear_Neyman",0.8,10000,2,100,8,-0.0133696095743177,0.00837733920833994,0.00224045866984657,102.899
"mRock_kNN_bs_Neyman",0.8,10000,2,100,9,-0.00779410548076176,0.00324587634346907,0.0065672150983529,117.604
"mRock_kNN_global_linear_Neyman",0.8,10000,2,100,9,-0.00802040790602043,0.00314031126022796,0.00737311026328946,102.831
"two_step_Neyman",0.8,10000,2,100,NA,-0.0246434443501058,0.0140829257168016,0.00173632061324636,0.0769999999999982
"two_step_LS",0.8,10000,2,100,NA,-0.0121130697978025,0.00773700952372458,-0.000103714527928567,0.0229999999999109
"mRock_kNN_bs_Neyman",0.8,10000,2,101,2,0.0139494332942329,-0.0124057414775627,-0.0158272635769823,114.963
"mRock_kNN_global_linear_Neyman",0.8,10000,2,101,2,0.0136981781294054,-0.0123686550625677,-0.0150040856057032,102.355
"mRock_kNN_bs_Neyman",0.8,10000,2,101,3,0.0157682914786494,-0.0169963907226731,-0.0198014373360627,115.629
"mRock_kNN_global_linear_Neyman",0.8,10000,2,101,3,0.0160553445785561,-0.0172188667008903,-0.0194685697179313,99.773
"mRock_kNN_bs_Neyman",0.8,10000,2,101,4,0.0170129524337324,-0.0227459373865178,-0.00506033804488482,115.647
"mRock_kNN_global_linear_Neyman",0.8,10000,2,101,4,0.0171492317432482,-0.0229832979434552,-0.00406781279802981,100.41
"mRock_kNN_bs_Neyman",0.8,10000,2,101,5,-0.0017303663269328,-0.00165891180803257,-0.0292237170451424,115.901
"mRock_kNN_global_linear_Neyman",0.8,10000,2,101,5,-0.0018457319964531,-0.00166764317233303,-0.0291293162760713,102.535
"mRock_kNN_bs_Neyman",0.8,10000,2,101,6,0.00106918865245542,0.00608030239800605,-0.0380696616943483,116.173
"mRock_kNN_global_linear_Neyman",0.8,10000,2,101,6,0.00148173848793709,0.00558965480362161,-0.0372515934396329,102.551
"mRock_kNN_bs_Neyman",0.8,10000,2,101,7,0.000749507462327825,-0.00303364991498167,-0.027125445405459,116.537
"mRock_kNN_global_linear_Neyman",0.8,10000,2,101,7,0.000840409441758672,-0.00332484564794422,-0.0265845869002037,102.308
"mRock_kNN_bs_Neyman",0.8,10000,2,101,8,0.0032714439636905,-0.00526307347827215,-0.0259297408593255,116.381
"mRock_kNN_global_linear_Neyman",0.8,10000,2,101,8,0.00331713459612382,-0.00514857288595172,-0.0256391487103063,102.516
"mRock_kNN_bs_Neyman",0.8,10000,2,101,9,0.0049237061667593,-0.00542921525503814,-0.0246281305818075,116.431
"mRock_kNN_global_linear_Neyman",0.8,10000,2,101,9,0.005298992383723,-0.005464488922998,-0.0246270170339784,102.271
"two_step_Neyman",0.8,10000,2,101,NA,0.0155849491963469,-0.0113117617567093,-0.0308866379986776,0.0760000000000218
"two_step_LS",0.8,10000,2,101,NA,0.00123227297460549,-0.00401270759901129,-0.0267607228895512,0.0219999999999345
"mRock_kNN_bs_Neyman",0.8,10000,2,102,2,-0.0211921306368932,0.0302424930868193,-0.0446276814537594,115.141
"mRock_kNN_global_linear_Neyman",0.8,10000,2,102,2,-0.0214405642192137,0.0304636939112122,-0.0433393978491008,102.654
"mRock_kNN_bs_Neyman",0.8,10000,2,102,3,-0.0153877807019616,0.0198698766632082,-0.0317331130550036,117.396
"mRock_kNN_global_linear_Neyman",0.8,10000,2,102,3,-0.0165574406281908,0.0201237368566183,-0.0295818657913713,101.713
"mRock_kNN_bs_Neyman",0.8,10000,2,102,4,0.00277237646860162,0.00365434233694195,-0.0199226636784013,116.828
"mRock_kNN_global_linear_Neyman",0.8,10000,2,102,4,0.00209957056832355,0.00321546714580379,-0.0172152918386175,102.8
"mRock_kNN_bs_Neyman",0.8,10000,2,102,5,0.00105124181282457,0.0134353816258677,-0.032703383710504,116.913
"mRock_kNN_global_linear_Neyman",0.8,10000,2,102,5,0.00022337653831106,0.0137166177132104,-0.0299248266075836,103.023
"mRock_kNN_bs_Neyman",0.8,10000,2,102,6,-0.00491564330984628,0.0107712943174305,-0.0195893263315705,116.898
"mRock_kNN_global_linear_Neyman",0.8,10000,2,102,6,-0.00579153499925256,0.0112229680821669,-0.0179143586287882,102.897
"mRock_kNN_bs_Neyman",0.8,10000,2,102,7,-0.00311269718997353,0.0133824477595152,-0.0282964687786906,117.124
"mRock_kNN_global_linear_Neyman",0.8,10000,2,102,7,-0.00374074306902705,0.0134663710292622,-0.0253196777030027,102.823
"mRock_kNN_bs_Neyman",0.8,10000,2,102,8,-0.00251974311324399,0.0132026089491499,-0.02830625904648,117.007
"mRock_kNN_global_linear_Neyman",0.8,10000,2,102,8,-0.00299459703328653,0.0133190303346824,-0.026436760650669,102.904
"mRock_kNN_bs_Neyman",0.8,10000,2,102,9,-0.00353407504828662,0.0160501129438817,-0.0309529962646771,116.895
"mRock_kNN_global_linear_Neyman",0.8,10000,2,102,9,-0.00417585039746293,0.0164235534200823,-0.0295014738612513,102.869
"two_step_Neyman",0.8,10000,2,102,NA,-0.0125836651126199,0.0195581365977149,-0.0322069132487162,0.0670000000000073
"two_step_LS",0.8,10000,2,102,NA,-0.0133390611542867,0.0186482665610832,-0.0283610832938201,0.0139999999998963
"mRock_kNN_bs_Neyman",0.8,10000,2,103,2,0.0382361146026504,-0.0143094848917711,0.00373264852162958,117.615
"mRock_kNN_global_linear_Neyman",0.8,10000,2,103,2,0.0372703661118332,-0.0141630860062372,0.00503277540385128,104.544
"mRock_kNN_bs_Neyman",0.8,10000,2,103,3,0.0175219509599973,0.0222390772979271,-0.0416172094178258,118.488
"mRock_kNN_global_linear_Neyman",0.8,10000,2,103,3,0.0179889397781308,0.0215198861187758,-0.0400762864125621,103.779
"mRock_kNN_bs_Neyman",0.8,10000,2,103,4,0.0146722954515788,0.00680704980713731,-0.0113176979543654,117.496
"mRock_kNN_global_linear_Neyman",0.8,10000,2,103,4,0.0153302506784978,0.00644371305248193,-0.0107078511074086,104.448
"mRock_kNN_bs_Neyman",0.8,10000,2,103,5,0.0114336972329767,0.0111652653260967,-0.0159988799989863,117.264
"mRock_kNN_global_linear_Neyman",0.8,10000,2,103,5,0.0122090970904016,0.0107369564569337,-0.0152525873672236,104.749
"mRock_kNN_bs_Neyman",0.8,10000,2,103,6,0.00478214590046044,0.032939944662032,-0.0463289864477598,117.606
"mRock_kNN_global_linear_Neyman",0.8,10000,2,103,6,0.00520502231283659,0.0340916114364971,-0.0481580011471401,104.36
"mRock_kNN_bs_Neyman",0.8,10000,2,103,7,0.0219218907018155,-0.000318066738713707,-0.00221391916991465,117.512
"mRock_kNN_global_linear_Neyman",0.8,10000,2,103,7,0.0224477597641388,-0.000715817033809962,-0.000778721826926621,104.814
"mRock_kNN_bs_Neyman",0.8,10000,2,103,8,0.0207272926192077,-0.00336413660793333,0.00586725036096336,117.524
"mRock_kNN_global_linear_Neyman",0.8,10000,2,103,8,0.0211950765340583,-0.00350926181888189,0.00680273711955515,104.762
"mRock_kNN_bs_Neyman",0.8,10000,2,103,9,0.0203283681092821,0.000284652933853824,-0.00428768024617199,117.809
"mRock_kNN_global_linear_Neyman",0.8,10000,2,103,9,0.0210439863961667,0.000518543244132363,-0.0046483617420261,104.586
"two_step_Neyman",0.8,10000,2,103,NA,0.0432287655982841,-0.0162414095741097,-0.00417737793537043,0.0730000000000928
"two_step_LS",0.8,10000,2,103,NA,0.0372911086843368,-0.0130370867468015,-0.00358942911082227,0.0160000000000764
"mRock_kNN_bs_Neyman",0.8,10000,2,104,2,-0.00211887005422517,0.00184683517826745,0.0244220058082414,117.975
"mRock_kNN_global_linear_Neyman",0.8,10000,2,104,2,-0.00230129728793527,0.00204332260531626,0.0248986210732607,105.511
"mRock_kNN_bs_Neyman",0.8,10000,2,104,3,0.00558906858248154,-0.00846961600949925,0.0350464255304113,118.141
"mRock_kNN_global_linear_Neyman",0.8,10000,2,104,3,0.00513536064586062,-0.00832307886566674,0.0361664704052558,104.323
"mRock_kNN_bs_Neyman",0.8,10000,2,104,4,-0.000620266613107434,-0.0112499705481728,0.0425151877553231,117.339
"mRock_kNN_global_linear_Neyman",0.8,10000,2,104,4,-0.00119475442579553,-0.0110672440559241,0.0430219578537434,104.203
"mRock_kNN_bs_Neyman",0.8,10000,2,104,5,-0.000341544645839242,-0.0103534436449242,0.0427893185966681,117.183
"mRock_kNN_global_linear_Neyman",0.8,10000,2,104,5,-0.0012041370856577,-0.0101007054025155,0.0434012288596266,104.585
"mRock_kNN_bs_Neyman",0.8,10000,2,104,6,0.00148312704447706,-0.00670669589869544,0.0367874998419619,117.273
"mRock_kNN_global_linear_Neyman",0.8,10000,2,104,6,0.000947727358621142,-0.00669171583660111,0.037820413730957,104.336
"mRock_kNN_bs_Neyman",0.8,10000,2,104,7,0.00263040318581376,-0.0100249287524914,0.0377993745836154,117.645
"mRock_kNN_global_linear_Neyman",0.8,10000,2,104,7,0.00162306537934787,-0.00955524631190929,0.0386570034041638,104.234
"mRock_kNN_bs_Neyman",0.8,10000,2,104,8,-2.21674127498517e-05,-0.00370407300969511,0.0286381740459696,117.702
"mRock_kNN_global_linear_Neyman",0.8,10000,2,104,8,-0.000704745898152837,-0.0035819344417809,0.0297697044349539,104.241
"mRock_kNN_bs_Neyman",0.8,10000,2,104,9,0.00100759211169343,-0.00720281644306553,0.034275981232418,115.79
"mRock_kNN_global_linear_Neyman",0.8,10000,2,104,9,4.36048132805844e-05,-0.00675548400116543,0.0348245484596177,103.475
"two_step_Neyman",0.8,10000,2,104,NA,0.00380376006834382,-0.0073668281410546,0.0320423679850901,0.0769999999999982
"two_step_LS",0.8,10000,2,104,NA,0.00958552788088074,-0.00719532065425232,0.0198513810230825,0.0229999999999109
"mRock_kNN_bs_Neyman",0.8,10000,2,105,2,-0.0323653791166783,0.0274351396504016,0.0128714602286051,117.219
"mRock_kNN_global_linear_Neyman",0.8,10000,2,105,2,-0.0322612111999454,0.0274531159765954,0.0134920247750427,102.682
"mRock_kNN_bs_Neyman",0.8,10000,2,105,3,-0.0148853567064637,0.00784308790889288,0.0335109154984927,117.427
"mRock_kNN_global_linear_Neyman",0.8,10000,2,105,3,-0.0145480282444224,0.00737483643645698,0.0351025034973338,103.095
"mRock_kNN_bs_Neyman",0.8,10000,2,105,4,-0.00425979201391558,0.0103800274372081,0.0216533851430958,116.68
"mRock_kNN_global_linear_Neyman",0.8,10000,2,105,4,-0.00566965729061741,0.0112047230789454,0.0224322581423362,103.019
"mRock_kNN_bs_Neyman",0.8,10000,2,105,5,-0.0235821354627415,0.0291522426185615,0.0101457432751983,116.775
"mRock_kNN_global_linear_Neyman",0.8,10000,2,105,5,-0.0243083543786711,0.0298427449432546,0.0102010680559337,103.359
"mRock_kNN_bs_Neyman",0.8,10000,2,105,6,-0.0184505879725403,0.0203911479201215,0.0178872316411107,116.743
"mRock_kNN_global_linear_Neyman",0.8,10000,2,105,6,-0.0190758995946219,0.0209913869955258,0.0186737404805566,103.162
"mRock_kNN_bs_Neyman",0.8,10000,2,105,7,-0.0192536624825177,0.0246476519669097,0.0132723769320453,116.965
"mRock_kNN_global_linear_Neyman",0.8,10000,2,105,7,-0.0200589692763669,0.025603813671045,0.0139280202151619,103.131
"mRock_kNN_bs_Neyman",0.8,10000,2,105,8,-0.0103388436550453,0.0161010897773846,0.0163291797429155,117.03
"mRock_kNN_global_linear_Neyman",0.8,10000,2,105,8,-0.0113018450085534,0.0169673556890091,0.0170453197453639,103.127
"mRock_kNN_bs_Neyman",0.8,10000,2,105,9,-0.016394705119702,0.0218760368929654,0.0151167052661245,117.009
"mRock_kNN_global_linear_Neyman",0.8,10000,2,105,9,-0.0174927019314253,0.0228181198869142,0.0163800168162496,103.116
"two_step_Neyman",0.8,10000,2,105,NA,-0.0136883246368014,0.0187129156430768,0.0150798050992575,0.0640000000000782
"two_step_LS",0.8,10000,2,105,NA,-0.0169093808019529,0.0199333716759971,0.0172193188258571,0.01299999999992
"mRock_kNN_bs_Neyman",0.8,10000,2,106,2,-0.00699654298934815,0.00186915795530496,0.00246685070559849,117.43
"mRock_kNN_global_linear_Neyman",0.8,10000,2,106,2,-0.00671203440324186,0.00236849242202419,0.00188250497618458,104.769
"mRock_kNN_bs_Neyman",0.8,10000,2,106,3,-0.0100836296583942,0.0117798788249397,-0.00812204667081229,117.281
"mRock_kNN_global_linear_Neyman",0.8,10000,2,106,3,-0.00994474071057461,0.0124316532241182,-0.00925655599958652,103.758
"mRock_kNN_bs_Neyman",0.8,10000,2,106,4,-0.0210982911736259,0.0197319917086802,-0.0103409450016585,116.913
"mRock_kNN_global_linear_Neyman",0.8,10000,2,106,4,-0.0217569061976701,0.0206848265814403,-0.0106438524112376,103.692
"mRock_kNN_bs_Neyman",0.8,10000,2,106,5,-0.0141028999751336,0.0223923645091957,-0.019296948941383,116.873
"mRock_kNN_global_linear_Neyman",0.8,10000,2,106,5,-0.0144716481710758,0.0233429689206828,-0.0200258978359429,104.033
"mRock_kNN_bs_Neyman",0.8,10000,2,106,6,-0.0218600802583928,0.0272093204785357,-0.0244879450239157,116.84
"mRock_kNN_global_linear_Neyman",0.8,10000,2,106,6,-0.0218260976294253,0.027933643590794,-0.0252174292633001,103.809
"mRock_kNN_bs_Neyman",0.8,10000,2,106,7,-0.0153494821030509,0.0179945887745885,-0.0124533481268632,117.092
"mRock_kNN_global_linear_Neyman",0.8,10000,2,106,7,-0.0160520974407494,0.0192220947476964,-0.0133525489922777,103.832
"mRock_kNN_bs_Neyman",0.8,10000,2,106,8,-0.0142349459818378,0.0138784525315705,-0.00787989992080629,117.139
"mRock_kNN_global_linear_Neyman",0.8,10000,2,106,8,-0.0149849327363296,0.0151600498077902,-0.00878750339686007,103.854
"mRock_kNN_bs_Neyman",0.8,10000,2,106,9,-0.0136978325658039,0.0148033080101078,-0.0088450630649719,116.938
"mRock_kNN_global_linear_Neyman",0.8,10000,2,106,9,-0.0139215180455923,0.0158346929977866,-0.00973679241946179,103.805
"two_step_Neyman",0.8,10000,2,106,NA,-0.0336846725048243,0.0223170001994002,-0.00135735764456513,0.0699999999999363
"two_step_LS",0.8,10000,2,106,NA,-0.0252412700086173,0.0174571465307531,-0.00142039082601819,0.0140000000001237
"mRock_kNN_bs_Neyman",0.8,10000,2,107,2,0.00520083766118073,0.000510733228447524,0.000953603270162695,114.512
"mRock_kNN_global_linear_Neyman",0.8,10000,2,107,2,0.00542662050587217,0.000606473193457635,0.00129172046560289,103.633
"mRock_kNN_bs_Neyman",0.8,10000,2,107,3,-0.00894871768985683,0.0119509929326096,-0.00633187736326679,115.631
"mRock_kNN_global_linear_Neyman",0.8,10000,2,107,3,-0.00958610630437473,0.0127765432368698,-0.0063314280517357,101.501
"mRock_kNN_bs_Neyman",0.8,10000,2,107,4,-0.0138083181870952,0.0110669324056527,-0.000320302943132234,114.995
"mRock_kNN_global_linear_Neyman",0.8,10000,2,107,4,-0.0140509518410803,0.0114702258734223,-0.00029128667589351,101.338
"mRock_kNN_bs_Neyman",0.8,10000,2,107,5,-0.0156257112424887,0.00592183056526263,0.00979621914124529,114.921
"mRock_kNN_global_linear_Neyman",0.8,10000,2,107,5,-0.0154484362380862,0.00603348666097858,0.00999430828363579,101.414
"mRock_kNN_bs_Neyman",0.8,10000,2,107,6,-0.00567327731705425,0.00818347576059653,-0.00155744079732845,114.91
"mRock_kNN_global_linear_Neyman",0.8,10000,2,107,6,-0.0059070258821059,0.00801986628757012,-0.000843900011499699,101.353
"mRock_kNN_bs_Neyman",0.8,10000,2,107,7,-0.013193087671346,0.0106921076484143,-0.000238211582238357,115.827
"mRock_kNN_global_linear_Neyman",0.8,10000,2,107,7,-0.0135748291963336,0.0106918633289279,0.000341925215622929,101.383
"mRock_kNN_bs_Neyman",0.8,10000,2,107,8,-0.0138539817563117,0.0098147801714692,0.00127442109080977,115.658
"mRock_kNN_global_linear_Neyman",0.8,10000,2,107,8,-0.0137978497319524,0.0098247314866744,0.00127425759512256,101.821
"mRock_kNN_bs_Neyman",0.8,10000,2,107,9,-0.0104309169012415,0.00677143231068422,0.00573966665113801,115.501
"mRock_kNN_global_linear_Neyman",0.8,10000,2,107,9,-0.0107741119471905,0.00712264578026067,0.00597038391468363,101.881
"two_step_Neyman",0.8,10000,2,107,NA,-0.00516273335889506,0.00222393542937516,0.0106799871481762,0.0740000000000691
"two_step_LS",0.8,10000,2,107,NA,-0.00260775334810126,0.00263561465806816,0.00386388313864927,0.0150000000001
"mRock_kNN_bs_Neyman",0.8,10000,2,108,2,0.0232593739771112,-0.0482424803450408,0.0460917978987236,117.087
"mRock_kNN_global_linear_Neyman",0.8,10000,2,108,2,0.0235568274879274,-0.0481592681536012,0.0459979880741939,104.885
"mRock_kNN_bs_Neyman",0.8,10000,2,108,3,0.0202593115109886,-0.053792466679651,0.0591026369862471,116.409
"mRock_kNN_global_linear_Neyman",0.8,10000,2,108,3,0.0202457657348702,-0.053884142298509,0.0592413926294082,103.613
"mRock_kNN_bs_Neyman",0.8,10000,2,108,4,0.00967616559324003,-0.0320412563379349,0.0317675218024069,116.163
"mRock_kNN_global_linear_Neyman",0.8,10000,2,108,4,0.00924830331126425,-0.0317186873141568,0.0320820632312966,103.508
"mRock_kNN_bs_Neyman",0.8,10000,2,108,5,-0.000548528004481907,-0.0213176180109702,0.0216245972031723,116.123
"mRock_kNN_global_linear_Neyman",0.8,10000,2,108,5,-0.00112434866620181,-0.0208065056750355,0.0215507555098435,104.002
"mRock_kNN_bs_Neyman",0.8,10000,2,108,6,0.00580963676594703,-0.0239360167968057,0.0216904466627517,116.086
"mRock_kNN_global_linear_Neyman",0.8,10000,2,108,6,0.00581041996998222,-0.023930055387976,0.0215567235062544,103.789
"mRock_kNN_bs_Neyman",0.8,10000,2,108,7,6.4153727241667e-05,-0.0171180157788315,0.0142999383632363,116.473
"mRock_kNN_global_linear_Neyman",0.8,10000,2,108,7,0.000147140034576498,-0.0168643350913182,0.0141175409102008,103.784
"mRock_kNN_bs_Neyman",0.8,10000,2,108,8,0.00590653267697938,-0.0211270445650618,0.0172414624286352,116.252
"mRock_kNN_global_linear_Neyman",0.8,10000,2,108,8,0.00610851110647714,-0.0210656936884592,0.016873387567915,103.843
"mRock_kNN_bs_Neyman",0.8,10000,2,108,9,0.00184441398909052,-0.0222274335591819,0.0257424828345485,116.562
"mRock_kNN_global_linear_Neyman",0.8,10000,2,108,9,0.00187473823834661,-0.0220498463944683,0.0257036624596054,103.705
"two_step_Neyman",0.8,10000,2,108,NA,-0.00767227490991873,-0.0140600901576846,0.0176333693246713,0.0670000000000073
"two_step_LS",0.8,10000,2,108,NA,-0.012394353822857,-0.0129111466224909,0.022781100648948,0.0140000000001237
"mRock_kNN_bs_Neyman",0.8,10000,2,109,2,0.0654642534532339,-0.0387762703846461,-0.0148504183533156,116.916
"mRock_kNN_global_linear_Neyman",0.8,10000,2,109,2,0.0655834478437214,-0.0390330553084928,-0.0105729972716198,105.075
"mRock_kNN_bs_Neyman",0.8,10000,2,109,3,0.0596292645459866,-0.0346084277038181,-0.00752879710696863,116.214
"mRock_kNN_global_linear_Neyman",0.8,10000,2,109,3,0.061250766965316,-0.0351664842457677,-0.00444571203472677,103.748
"mRock_kNN_bs_Neyman",0.8,10000,2,109,4,0.0587606763924649,-0.037383001277238,-0.00501347858154144,115.945
"mRock_kNN_global_linear_Neyman",0.8,10000,2,109,4,0.0610227891301696,-0.0380007584616826,-0.0029001678752838,103.717
"mRock_kNN_bs_Neyman",0.8,10000,2,109,5,0.056182816594019,-0.0215099215693084,-0.0236971998191784,115.914
"mRock_kNN_global_linear_Neyman",0.8,10000,2,109,5,0.0586992538959594,-0.0219193648123612,-0.0225186799639747,104.215
"mRock_kNN_bs_Neyman",0.8,10000,2,109,6,0.0488020309500554,-0.0221845683942137,-0.0166260795219415,115.845
"mRock_kNN_global_linear_Neyman",0.8,10000,2,109,6,0.0513354881055792,-0.0226123479631197,-0.0153023727887929,103.996
"mRock_kNN_bs_Neyman",0.8,10000,2,109,7,0.0513591321380038,-0.0256356396400901,-0.0122619411089993,116.292
"mRock_kNN_global_linear_Neyman",0.8,10000,2,109,7,0.0540741007590975,-0.0257199493323865,-0.011627241521567,104.017
"mRock_kNN_bs_Neyman",0.8,10000,2,109,8,0.0494971173602827,-0.0245763563543555,-0.00928000645080118,115.859
"mRock_kNN_global_linear_Neyman",0.8,10000,2,109,8,0.0528436792850548,-0.0252891719881947,-0.00828953684021982,104.04
"mRock_kNN_bs_Neyman",0.8,10000,2,109,9,0.0505538921034805,-0.0259418161749561,-0.00910083439963039,116.339
"mRock_kNN_global_linear_Neyman",0.8,10000,2,109,9,0.054044938429761,-0.0265627759917786,-0.00822340704118751,103.902
"two_step_Neyman",0.8,10000,2,109,NA,0.0991253161045804,-0.0503237204988545,-0.0243319091500798,0.06899999999996
"two_step_LS",0.8,10000,2,109,NA,0.0528700491601934,-0.0281011041747838,-0.00949009329734007,0.0209999999999582
"mRock_kNN_bs_Neyman",0.8,10000,2,11,2,0.0423633341636018,-0.0280132037530225,-0.026829300132996,117.037
"mRock_kNN_global_linear_Neyman",0.8,10000,2,11,2,0.0419379542620089,-0.0279122199500534,-0.0253467520514361,105.534
"mRock_kNN_bs_Neyman",0.8,10000,2,11,3,0.030868768497271,-0.0242028388890736,-0.015663872773362,117.092
"mRock_kNN_global_linear_Neyman",0.8,10000,2,11,3,0.0300635629161161,-0.0243137032826093,-0.0140361988688973,104.293
"mRock_kNN_bs_Neyman",0.8,10000,2,11,4,0.0300686972481103,-0.0308331135300599,-0.00883105275537854,116.622
