"Method","tau","n","p","seed","num_bin","beta0","beta1","time"
"mRock_kNN_global_linear_Neyman",0.8,5000,1,2,20,0.0488028873041086,0.230298891969966,8.99600000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,2,25,-0.05605126698498,0.255092955066189,9.312
"mRock_kNN_global_linear_Neyman",0.8,5000,1,2,25,-0.0144153831860652,0.240501593500142,9.04900000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,2,30,-0.0496706216503329,0.747675574684109,9.22300000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,2,30,-0.043196164038513,0.773701250644891,9.03899999999999
"two_step_Neyman",0.8,5000,1,2,NA,-0.103966181504979,0.54681407212594,0.0340000000000202
"two_step_LS",0.8,5000,1,2,NA,0.35382292467716,-0.0291806915819848,0.00899999999998613
"Average of linear quantiles",0.8,5000,1,2,NA,0.0556835578493926,-0.669153755988773,0.406999999999982
"mRock_kNN_bs_Neyman",0.8,5000,1,20,5,-0.954347407006759,0.791040905880621,9.611
"mRock_kNN_global_linear_Neyman",0.8,5000,1,20,5,-0.953057491028676,0.82848012318378,9.793
"mRock_kNN_bs_Neyman",0.8,5000,1,20,10,-0.7045603279968,0.0674667635060473,9.568
"mRock_kNN_global_linear_Neyman",0.8,5000,1,20,10,-0.713809278296164,0.11136645935288,9.219
"mRock_kNN_bs_Neyman",0.8,5000,1,20,15,-0.262759491135979,-1.15990657832106,9.51000000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,20,15,-0.260601668100742,-1.13789789166501,9.173
"mRock_kNN_bs_Neyman",0.8,5000,1,20,17,-0.0125396751264537,-2.19966082409294,9.486
"mRock_kNN_global_linear_Neyman",0.8,5000,1,20,17,-0.0154225423622965,-2.16332804925146,9.149
"mRock_kNN_bs_Neyman",0.8,5000,1,20,20,-0.298171322192113,-0.764332397798739,9.486
"mRock_kNN_global_linear_Neyman",0.8,5000,1,20,20,-0.305685593206283,-0.718398482191418,9.19199999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,20,25,-0.138732555733449,-1.758267579373,9.486
"mRock_kNN_global_linear_Neyman",0.8,5000,1,20,25,-0.1450292568187,-1.73596102627003,9.166
"mRock_kNN_bs_Neyman",0.8,5000,1,20,30,-0.0907685516788836,-2.01705227422279,9.45599999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,20,30,-0.097052037569676,-1.98634265298185,9.15300000000001
"two_step_Neyman",0.8,5000,1,20,NA,-2.32346514159805,1.9198679418357,0.0289999999999964
"two_step_LS",0.8,5000,1,20,NA,-2.68505860384951,2.36131071663318,0.0169999999999959
"Average of linear quantiles",0.8,5000,1,20,NA,-0.305686030701279,-1.71871693672776,0.37299999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,21,5,1.48532401231657,-5.21498311214806,9.538
"mRock_kNN_global_linear_Neyman",0.8,5000,1,21,5,1.38945672740089,-4.82152874220037,9.806
"mRock_kNN_bs_Neyman",0.8,5000,1,21,10,1.31675949488965,-5.01825575314936,9.524
"mRock_kNN_global_linear_Neyman",0.8,5000,1,21,10,1.19256956888598,-4.54559677560762,9.217
"mRock_kNN_bs_Neyman",0.8,5000,1,21,15,0.693902513181302,-2.92168254862131,9.445
"mRock_kNN_global_linear_Neyman",0.8,5000,1,21,15,0.746134129451594,-2.97716501650947,9.173
"mRock_kNN_bs_Neyman",0.8,5000,1,21,17,0.561694450620734,-2.29280494036782,9.47800000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,21,17,0.565050695547618,-2.26304653794413,9.10599999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,21,20,0.444425404652133,-2.33804531097269,9.42999999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,21,20,0.478968133795751,-2.35687481556076,9.16300000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,21,25,0.58169810081359,-2.45656658844256,9.47399999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,21,25,0.621798403349874,-2.49675918046525,9.14200000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,21,30,0.478849095832349,-2.33460978255439,9.41800000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,21,30,0.482343726218216,-2.32911056164981,9.173
"two_step_Neyman",0.8,5000,1,21,NA,4.37236765233237,-7.6280236683467,0.0320000000000107
"two_step_LS",0.8,5000,1,21,NA,1.98077791385501,-4.62633621015867,0.00999999999999091
"Average of linear quantiles",0.8,5000,1,21,NA,0.641426439686896,-4.08185386221045,0.359999999999985
"mRock_kNN_bs_Neyman",0.8,5000,1,22,5,-0.307498837929208,1.39514597953946,9.56
"mRock_kNN_global_linear_Neyman",0.8,5000,1,22,5,-0.322793218868898,1.42137511765748,9.731
"mRock_kNN_bs_Neyman",0.8,5000,1,22,10,-0.334410950107895,1.10578436934352,9.48399999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,22,10,-0.33903540522937,1.15071418686861,9.204
"mRock_kNN_bs_Neyman",0.8,5000,1,22,15,-0.165672785883646,0.612730733741245,9.496
"mRock_kNN_global_linear_Neyman",0.8,5000,1,22,15,-0.161496626596828,0.59652194851175,9.163
"mRock_kNN_bs_Neyman",0.8,5000,1,22,17,-0.12949070383938,0.665350939396589,9.446
"mRock_kNN_global_linear_Neyman",0.8,5000,1,22,17,-0.12789815635619,0.665620562327419,9.205
"mRock_kNN_bs_Neyman",0.8,5000,1,22,20,-0.564950995425782,2.8818753168987,9.461
"mRock_kNN_global_linear_Neyman",0.8,5000,1,22,20,-0.57076572460914,2.88652219806714,9.161
"mRock_kNN_bs_Neyman",0.8,5000,1,22,25,-0.660939642695095,3.23861958831816,9.43300000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,22,25,-0.660575823878403,3.20638677259721,9.17999999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,22,30,-0.54381181581756,2.98491767535225,9.404
"mRock_kNN_global_linear_Neyman",0.8,5000,1,22,30,-0.536727622641672,2.96307811410442,9.053
"two_step_Neyman",0.8,5000,1,22,NA,1.26377612061428,-0.0610245541098493,0.0290000000000248
"two_step_LS",0.8,5000,1,22,NA,1.40503272336854,-0.211401383896316,0.0129999999999768
"Average of linear quantiles",0.8,5000,1,22,NA,-0.486070345299601,1.30991283834319,0.382999999999981
"mRock_kNN_bs_Neyman",0.8,5000,1,23,5,-1.49977729204307,2.5517713268403,9.667
"mRock_kNN_global_linear_Neyman",0.8,5000,1,23,5,-1.52841131009786,2.64486752181723,9.872
"mRock_kNN_bs_Neyman",0.8,5000,1,23,10,-0.997517305856122,0.981406482682061,9.602
"mRock_kNN_global_linear_Neyman",0.8,5000,1,23,10,-1.00001279792883,1.03268244338472,9.31100000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,23,15,-0.456756624207737,-0.965918811824281,9.625
"mRock_kNN_global_linear_Neyman",0.8,5000,1,23,15,-0.447677419263088,-0.918328545038776,9.241
"mRock_kNN_bs_Neyman",0.8,5000,1,23,17,-0.316747553999696,-1.7446718961027,9.533
"mRock_kNN_global_linear_Neyman",0.8,5000,1,23,17,-0.308494820723712,-1.69898328433442,9.306
"mRock_kNN_bs_Neyman",0.8,5000,1,23,20,-0.363290019399855,-1.78757084968514,9.56099999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,23,20,-0.347159182357222,-1.75624259768441,9.316
"mRock_kNN_bs_Neyman",0.8,5000,1,23,25,-0.321276801527257,-1.65586991234848,9.512
"mRock_kNN_global_linear_Neyman",0.8,5000,1,23,25,-0.319838930515684,-1.62213089392016,9.291
"mRock_kNN_bs_Neyman",0.8,5000,1,23,30,-0.56681913591603,-0.807550606258047,9.5
"mRock_kNN_global_linear_Neyman",0.8,5000,1,23,30,-0.556320310913896,-0.805579548042473,9.18799999999999
"two_step_Neyman",0.8,5000,1,23,NA,-2.02529951372919,1.44953823411072,0.0300000000000011
"two_step_LS",0.8,5000,1,23,NA,-2.28415081458162,1.7879283589036,0.0130000000000052
"Average of linear quantiles",0.8,5000,1,23,NA,-0.656329958701924,-1.18510638928635,0.419000000000011
"mRock_kNN_bs_Neyman",0.8,5000,1,24,5,0.0343159924134291,-1.75539910278081,9.678
"mRock_kNN_global_linear_Neyman",0.8,5000,1,24,5,0.0407376181154779,-1.7831578026064,9.878
"mRock_kNN_bs_Neyman",0.8,5000,1,24,10,0.572943322374081,-3.56385329696967,9.59
"mRock_kNN_global_linear_Neyman",0.8,5000,1,24,10,0.571682267285701,-3.57586482253429,9.273
"mRock_kNN_bs_Neyman",0.8,5000,1,24,15,0.0253002658821182,-1.52550432581975,9.61500000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,24,15,0.0257330420781408,-1.54747950074155,9.22
"mRock_kNN_bs_Neyman",0.8,5000,1,24,17,0.176099454738986,-2.3203261793313,9.54599999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,24,17,0.170686307832118,-2.32702342222937,9.25800000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,24,20,0.0123639218891802,-1.70566294025222,9.56099999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,24,20,0.0200148715940474,-1.7343491690259,9.265
"mRock_kNN_bs_Neyman",0.8,5000,1,24,25,-0.25743720086407,-0.486692267968166,9.52300000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,24,25,-0.255273730707789,-0.495814718063968,9.247
"mRock_kNN_bs_Neyman",0.8,5000,1,24,30,-0.316523685693738,-0.692459171489858,9.512
"mRock_kNN_global_linear_Neyman",0.8,5000,1,24,30,-0.308576615611646,-0.730008020835839,9.21299999999999
"two_step_Neyman",0.8,5000,1,24,NA,0.359949539957109,-1.35753018608936,0.0290000000000248
"two_step_LS",0.8,5000,1,24,NA,0.878804372055776,-2.05015128611804,0.0100000000000193
"Average of linear quantiles",0.8,5000,1,24,NA,-0.169125843818701,-1.63493479959335,0.409999999999997
"mRock_kNN_bs_Neyman",0.8,5000,1,25,5,-0.327473134084797,-1.55393589851347,9.404
"mRock_kNN_global_linear_Neyman",0.8,5000,1,25,5,-0.384476727344814,-1.40542213201169,9.533
"mRock_kNN_bs_Neyman",0.8,5000,1,25,10,-0.256704795472928,-1.38603576915015,9.386
"mRock_kNN_global_linear_Neyman",0.8,5000,1,25,10,-0.26789799962604,-1.33879524735883,9.00700000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,25,15,-0.523853032269618,-0.451432583925254,9.40800000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,25,15,-0.544922872608954,-0.363058141950503,9.061
"mRock_kNN_bs_Neyman",0.8,5000,1,25,17,-0.314003797181714,-1.12122744947978,9.35600000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,25,17,-0.33846783689005,-1.02847121876937,9.09899999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,25,20,-0.579486709387425,-0.0270675704119583,9.377
"mRock_kNN_global_linear_Neyman",0.8,5000,1,25,20,-0.595012660042719,0.0222863569230043,9.07900000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,25,25,-0.628690555763272,0.192873241360161,9.36800000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,25,25,-0.639863055269949,0.277773270714647,9.07899999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,25,30,-0.379267422852863,-0.716540909666904,9.33699999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,25,30,-0.379042571847674,-0.716367848394967,8.96400000000001
"two_step_Neyman",0.8,5000,1,25,NA,-1.92821643243624,1.52222141821363,0.0300000000000011
"two_step_LS",0.8,5000,1,25,NA,-1.07542913136545,0.443275815726665,0.01400000000001
"Average of linear quantiles",0.8,5000,1,25,NA,-0.403571665061524,-1.32279420795737,0.396999999999991
"mRock_kNN_bs_Neyman",0.8,5000,1,26,5,-0.398333049922222,0.197949480626079,9.638
"mRock_kNN_global_linear_Neyman",0.8,5000,1,26,5,-0.410096402310275,0.31969130350808,9.795
"mRock_kNN_bs_Neyman",0.8,5000,1,26,10,-0.475391725322439,1.3487473667869,9.51300000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,26,10,-0.483291337385005,1.40766999151744,9.217
"mRock_kNN_bs_Neyman",0.8,5000,1,26,15,-0.637984673832126,0.977512463655088,9.487
"mRock_kNN_global_linear_Neyman",0.8,5000,1,26,15,-0.647818842565861,1.04919162436002,9.108
"mRock_kNN_bs_Neyman",0.8,5000,1,26,17,-0.726510456515469,1.47673180111823,9.45400000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,26,17,-0.732796274252895,1.50855764453998,9.16
"mRock_kNN_bs_Neyman",0.8,5000,1,26,20,-0.670425366429668,1.4387652409433,9.498
"mRock_kNN_global_linear_Neyman",0.8,5000,1,26,20,-0.682670552878264,1.49089936695655,8.97800000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,26,25,-0.5713231925449,0.683275959270304,9.50399999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,26,25,-0.570881269945571,0.71622467966202,9.092
"mRock_kNN_bs_Neyman",0.8,5000,1,26,30,-0.442132048440864,0.333459625881858,9.48699999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,26,30,-0.45510583595884,0.414344451862377,9.16000000000001
"two_step_Neyman",0.8,5000,1,26,NA,-0.998847065456997,1.17095333914261,0.0330000000000155
"two_step_LS",0.8,5000,1,26,NA,-2.05987457582035,2.51425426469928,0.00999999999999091
"Average of linear quantiles",0.8,5000,1,26,NA,-0.465241122130412,-0.441468251777849,0.430000000000007
"mRock_kNN_bs_Neyman",0.8,5000,1,27,5,-0.304601075535466,1.75697614588006,9.954
"mRock_kNN_global_linear_Neyman",0.8,5000,1,27,5,-0.306474996793903,1.79385391525437,10.18
"mRock_kNN_bs_Neyman",0.8,5000,1,27,10,-0.271591302746959,1.25202874825871,9.871
"mRock_kNN_global_linear_Neyman",0.8,5000,1,27,10,-0.266927808177338,1.28230663495461,9.484
"mRock_kNN_bs_Neyman",0.8,5000,1,27,15,-0.282620906325223,1.25466410707557,9.797
"mRock_kNN_global_linear_Neyman",0.8,5000,1,27,15,-0.276602593697963,1.29099908304187,9.477
"mRock_kNN_bs_Neyman",0.8,5000,1,27,17,-0.312812794022112,0.767935974216428,9.679
"mRock_kNN_global_linear_Neyman",0.8,5000,1,27,17,-0.324190887874261,0.876684456740733,9.43799999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,27,20,-0.0607741669545443,-0.0311711002572537,9.812
"mRock_kNN_global_linear_Neyman",0.8,5000,1,27,20,-0.0825964176364185,0.0373386918630274,9.435
"mRock_kNN_bs_Neyman",0.8,5000,1,27,25,-0.113591670749273,0.203146331249172,9.79700000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,27,25,-0.0985346469155473,0.229034962744137,9.547
"mRock_kNN_bs_Neyman",0.8,5000,1,27,30,-0.294994041468144,1.33355664941388,9.768
"mRock_kNN_global_linear_Neyman",0.8,5000,1,27,30,-0.301156764453324,1.39461980792221,9.45699999999999
"two_step_Neyman",0.8,5000,1,27,NA,-1.71993245338395,3.04572344145089,0.0349999999999966
"two_step_LS",0.8,5000,1,27,NA,-0.953838229157695,2.11522774686435,0.0130000000000052
"Average of linear quantiles",0.8,5000,1,27,NA,-0.215737673364967,-0.0161819681054993,0.433000000000021
"mRock_kNN_bs_Neyman",0.8,5000,1,28,5,1.75535449372006,-4.75976144146838,9.76
"mRock_kNN_global_linear_Neyman",0.8,5000,1,28,5,1.55975024215151,-4.12853545851875,9.969
"mRock_kNN_bs_Neyman",0.8,5000,1,28,10,0.54229013562458,-1.5318833256316,9.671
"mRock_kNN_global_linear_Neyman",0.8,5000,1,28,10,0.442769955961071,-1.11667363620747,9.346
"mRock_kNN_bs_Neyman",0.8,5000,1,28,15,0.992967969167472,-2.8797814868115,9.68900000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,28,15,0.888955714876493,-2.53861747000019,9.325
"mRock_kNN_bs_Neyman",0.8,5000,1,28,17,0.90556789738166,-2.69646858730862,9.604
"mRock_kNN_global_linear_Neyman",0.8,5000,1,28,17,0.834912841104626,-2.39350493136303,9.36199999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,28,20,0.894756245612542,-3.07953674786836,9.64200000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,28,20,0.795181755387527,-2.75253618448842,9.348
"mRock_kNN_bs_Neyman",0.8,5000,1,28,25,0.985548572604261,-3.2792623288077,9.59
"mRock_kNN_global_linear_Neyman",0.8,5000,1,28,25,0.95034752163309,-3.10429123293402,9.339
"mRock_kNN_bs_Neyman",0.8,5000,1,28,30,0.948316253436576,-3.01826856501965,9.571
"mRock_kNN_global_linear_Neyman",0.8,5000,1,28,30,0.948833606146876,-2.86994766820114,9.24699999999999
"two_step_Neyman",0.8,5000,1,28,NA,4.13494710746255,-6.87532859769702,0.0339999999999918
"two_step_LS",0.8,5000,1,28,NA,1.64121153675234,-3.74093931622751,0.0120000000000005
"Average of linear quantiles",0.8,5000,1,28,NA,0.808030186019801,-3.45751573885002,0.435000000000002
"mRock_kNN_bs_Neyman",0.8,5000,1,29,5,0.198936036760738,0.481845372474794,9.133
"mRock_kNN_global_linear_Neyman",0.8,5000,1,29,5,0.174762892905062,0.626060948238916,9.374
"mRock_kNN_bs_Neyman",0.8,5000,1,29,10,0.520225005014019,-0.931190745273014,9.059
"mRock_kNN_global_linear_Neyman",0.8,5000,1,29,10,0.521272649425495,-0.875408221820294,8.866
"mRock_kNN_bs_Neyman",0.8,5000,1,29,15,0.673706081100965,-1.01699397602128,9.08199999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,29,15,0.696214233155496,-1.03879735700416,8.854
"mRock_kNN_bs_Neyman",0.8,5000,1,29,17,0.627061590055149,-0.805569234683702,9.08399999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,29,17,0.662759052994899,-0.859703113467475,8.873
"mRock_kNN_bs_Neyman",0.8,5000,1,29,20,0.344784204210317,0.0440810791097874,9.09999999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,29,20,0.353883726379274,0.0641017357200866,8.93000000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,29,25,0.0464186927156445,1.8566887121967,9.098
"mRock_kNN_global_linear_Neyman",0.8,5000,1,29,25,0.052141535931935,1.82830195321944,8.81500000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,29,30,-0.102940920248045,1.82826044525194,9.011
"mRock_kNN_global_linear_Neyman",0.8,5000,1,29,30,-0.101724382695433,1.79387323667707,8.806
"two_step_Neyman",0.8,5000,1,29,NA,-2.66588108315234,5.18334376348626,0.0270000000000152
"two_step_LS",0.8,5000,1,29,NA,-0.517929858502717,2.56449270121564,0.0169999999999959
"Average of linear quantiles",0.8,5000,1,29,NA,-0.0387510466695833,1.05403824261639,0.393000000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,3,5,-0.604528910778974,3.29661100198118,10.193
"mRock_kNN_global_linear_Neyman",0.8,5000,1,3,5,-0.580741895313156,3.29318869507718,10.614
"mRock_kNN_bs_Neyman",0.8,5000,1,3,10,-0.358274862097318,2.04527095496339,10.101
"mRock_kNN_global_linear_Neyman",0.8,5000,1,3,10,-0.361840682955077,2.12468657204705,9.588
"mRock_kNN_bs_Neyman",0.8,5000,1,3,15,-0.463140370979915,1.72751031353067,10.097
"mRock_kNN_global_linear_Neyman",0.8,5000,1,3,15,-0.436553413384491,1.73628885581513,9.70399999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,3,17,-0.0918715841507094,0.88071099295243,10.214
"mRock_kNN_global_linear_Neyman",0.8,5000,1,3,17,-0.0754924910653649,0.896693380147056,9.819
"mRock_kNN_bs_Neyman",0.8,5000,1,3,20,-0.138937817406099,1.02402076005153,9.979
"mRock_kNN_global_linear_Neyman",0.8,5000,1,3,20,-0.130176844175107,1.0789605358616,9.699
"mRock_kNN_bs_Neyman",0.8,5000,1,3,25,-0.131101425881321,0.968141598936782,10.078
"mRock_kNN_global_linear_Neyman",0.8,5000,1,3,25,-0.118382149696123,0.990536885410137,9.64
"mRock_kNN_bs_Neyman",0.8,5000,1,3,30,-0.243718514591582,1.50973593294015,10.283
"mRock_kNN_global_linear_Neyman",0.8,5000,1,3,30,-0.244302876140865,1.56335535103743,9.78999999999999
"two_step_Neyman",0.8,5000,1,3,NA,-1.68952470465458,4.29218372631978,0.0320000000000107
"two_step_LS",0.8,5000,1,3,NA,-2.61710038118762,5.44344944771174,0.0120000000000005
"Average of linear quantiles",0.8,5000,1,3,NA,-0.411122234596877,1.43407077598259,0.536999999999978
"mRock_kNN_bs_Neyman",0.8,5000,1,30,5,-0.483570749655292,2.77862320478567,9.64
"mRock_kNN_global_linear_Neyman",0.8,5000,1,30,5,-0.549018645794921,2.99178522840185,9.858
"mRock_kNN_bs_Neyman",0.8,5000,1,30,10,0.249224544949948,-0.716960953191673,9.605
"mRock_kNN_global_linear_Neyman",0.8,5000,1,30,10,0.225942203704997,-0.662175391219904,9.302
"mRock_kNN_bs_Neyman",0.8,5000,1,30,15,0.0952632521846319,-0.486140450042356,9.50900000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,30,15,0.0674131935147479,-0.387940064359469,9.281
"mRock_kNN_bs_Neyman",0.8,5000,1,30,17,0.308771118133103,-1.23095374688438,9.488
"mRock_kNN_global_linear_Neyman",0.8,5000,1,30,17,0.285895718057221,-1.18198020436957,9.328
"mRock_kNN_bs_Neyman",0.8,5000,1,30,20,0.219110938838351,-0.770937623829042,9.515
"mRock_kNN_global_linear_Neyman",0.8,5000,1,30,20,0.198563404520828,-0.7049546805722,9.29599999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,30,25,-0.0196994514414279,-0.088629798537923,9.474
"mRock_kNN_global_linear_Neyman",0.8,5000,1,30,25,-0.0311307802260368,-0.0741347937065626,9.255
"mRock_kNN_bs_Neyman",0.8,5000,1,30,30,-0.0207087891487809,0.427513095405089,9.48099999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,30,30,-0.0351771084044428,0.495976955498932,9.21899999999999
"two_step_Neyman",0.8,5000,1,30,NA,-1.28710160106894,1.71757561731037,0.025999999999982
"two_step_LS",0.8,5000,1,30,NA,1.04827752417819,-1.24304116137839,0.0130000000000052
"Average of linear quantiles",0.8,5000,1,30,NA,0.04976335359575,-0.919983645366457,0.441000000000003
"mRock_kNN_bs_Neyman",0.8,5000,1,31,5,-0.24055664656917,-1.01435621446311,9.775
"mRock_kNN_global_linear_Neyman",0.8,5000,1,31,5,-0.24875878838469,-0.963522158934637,9.93
"mRock_kNN_bs_Neyman",0.8,5000,1,31,10,-0.394432807678921,-0.25207782674363,9.68000000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,31,10,-0.387686402813326,-0.240992922717851,9.339
"mRock_kNN_bs_Neyman",0.8,5000,1,31,15,0.129893269889825,-2.11514474267373,9.697
"mRock_kNN_global_linear_Neyman",0.8,5000,1,31,15,0.130609196835731,-2.08791580301752,9.30199999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,31,17,0.135658126421474,-2.53552567194122,9.651
"mRock_kNN_global_linear_Neyman",0.8,5000,1,31,17,0.139339495318632,-2.49844932111316,9.32000000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,31,20,0.465868649508685,-3.5150240646788,9.664
"mRock_kNN_global_linear_Neyman",0.8,5000,1,31,20,0.471747644811472,-3.48700302125229,9.339
"mRock_kNN_bs_Neyman",0.8,5000,1,31,25,0.274037284340608,-2.6859330303316,9.67799999999998
"mRock_kNN_global_linear_Neyman",0.8,5000,1,31,25,0.294304146991621,-2.7002301383623,9.34
"mRock_kNN_bs_Neyman",0.8,5000,1,31,30,0.34653724164703,-2.98049007352624,9.61099999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,31,30,0.359146459739236,-2.94337570199166,9.21800000000002
"two_step_Neyman",0.8,5000,1,31,NA,-0.429081128697367,-1.35421097598341,0.0339999999999918
"two_step_LS",0.8,5000,1,31,NA,-1.43511427467418,-0.101891221429028,0.0109999999999957
"Average of linear quantiles",0.8,5000,1,31,NA,0.0542265565355295,-3.06600018318763,0.441000000000003
"mRock_kNN_bs_Neyman",0.8,5000,1,32,5,0.457820248387687,-1.24953859179074,9.691
"mRock_kNN_global_linear_Neyman",0.8,5000,1,32,5,0.474505664673319,-1.23591577960653,9.964
"mRock_kNN_bs_Neyman",0.8,5000,1,32,10,-0.136042233153178,1.63561993288479,9.658
"mRock_kNN_global_linear_Neyman",0.8,5000,1,32,10,-0.104587281024295,1.61185679422107,9.351
"mRock_kNN_bs_Neyman",0.8,5000,1,32,15,-0.00863451710463004,1.23872782561834,9.584
"mRock_kNN_global_linear_Neyman",0.8,5000,1,32,15,0.0340839542453502,1.21277845253157,9.337
"mRock_kNN_bs_Neyman",0.8,5000,1,32,17,-0.222895468204001,1.10155409100133,9.53999999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,32,17,-0.196480077443481,1.08627150179093,9.322
"mRock_kNN_bs_Neyman",0.8,5000,1,32,20,-0.0350285286457908,0.991029430341214,9.58500000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,32,20,-0.0218006670075588,1.00069391471597,9.35599999999999
"mRock_kNN_bs_Neyman",0.8,5000,1,32,25,0.152310746097047,0.0433167366057319,9.53599999999999
"mRock_kNN_global_linear_Neyman",0.8,5000,1,32,25,0.179095578433563,0.00617878879133116,9.36
"mRock_kNN_bs_Neyman",0.8,5000,1,32,30,0.318459917158623,-0.332795140123608,9.51899999999998
"mRock_kNN_global_linear_Neyman",0.8,5000,1,32,30,0.329624808948636,-0.306609220507497,9.27300000000002
"two_step_Neyman",0.8,5000,1,32,NA,0.381417202535595,0.15487749117672,0.0330000000000155
"two_step_LS",0.8,5000,1,32,NA,1.32655194097052,-1.02665315599468,0.0179999999999723
"Average of linear quantiles",0.8,5000,1,32,NA,-0.0731420092688304,-0.0782600567726064,0.450999999999993
"mRock_kNN_bs_Neyman",0.8,5000,1,33,5,-1.62049072025105,1.42765693885677,9.553
"mRock_kNN_global_linear_Neyman",0.8,5000,1,33,5,-1.60736525028867,1.46546015299504,9.804
"mRock_kNN_bs_Neyman",0.8,5000,1,33,10,-0.816505735496268,0.198681294851554,9.455
"mRock_kNN_global_linear_Neyman",0.8,5000,1,33,10,-0.768429293993904,0.176223409627426,9.204
"mRock_kNN_bs_Neyman",0.8,5000,1,33,15,-0.528009932574695,-0.766182975252022,9.438
"mRock_kNN_global_linear_Neyman",0.8,5000,1,33,15,-0.464328429814565,-0.809002319379758,9.14100000000001
"mRock_kNN_bs_Neyman",0.8,5000,1,33,17,-0.44532334356692,-0.935780973647994,9.39800000000001
"mRock_kNN_global_linear_Neyman",0.8,5000,1,33,17,-0.393893282638349,-0.991353389808978,9.146
"mRock_kNN_bs_Neyman",0.8,5000,1,33,20,-0.38919112806816,-0.995818411111443,9.399
"mRock_kNN_global_linear_Neyman",0.8,5000,1,33,20,-0.32564056118079,-1.06271653345307,9.202
"mRock_kNN_bs_Neyman",0.8,5000,1,33,25,-0.765285664125573,0.769086764568726,9.389
"mRock_kNN_global_linear_Neyman",0.8,5000,1,33,25,-0.708396449427886,0.707342397451825,9.218
"mRock_kNN_bs_Neyman",0.8,5000,1,33,30,-0.705991733729183,0.211363627887351,9.40200000000002
"mRock_kNN_global_linear_Neyman",0.8,5000,1,33,30,-0.643879204254878,0.171693602810464,9.17899999999999
"two_step_Neyman",0.8,5000,1,33,NA,-2.47430808929427,2.79494213789933,0.0300000000000011
"two_step_LS",0.8,5000,1,33,NA,-1.06452997788018,0.989598566285792,0.0120000000000005
"Average of linear quantiles",0.8,5000,1,33,NA,-0.75674249106275,-0.301472239385092,0.399000000000001
