"Method","tau","n","p","seed","num_bin","beta0","beta1","time"
"mRock_kNN_bs_Neyman",0.8,10000,1,1,5,0.78972432671813,-3.46300013020237,72.223
"mRock_kNN_global_linear_Neyman",0.8,10000,1,1,5,0.776668477227811,-3.41797532007452,71.998
"mRock_kNN_bs_Neyman",0.8,10000,1,1,10,0.20678878595376,-1.47338921612274,71.779
"mRock_kNN_global_linear_Neyman",0.8,10000,1,1,10,0.199231812172449,-1.45091609479724,70.725
"mRock_kNN_bs_Neyman",0.8,10000,1,1,15,-0.128736871168089,-0.790359838443109,72.313
"mRock_kNN_global_linear_Neyman",0.8,10000,1,1,15,-0.136049689510984,-0.762919353275336,71.053
"mRock_kNN_bs_Neyman",0.8,10000,1,1,17,-0.182654109811343,-0.689710389886017,72.288
"mRock_kNN_global_linear_Neyman",0.8,10000,1,1,17,-0.183153293719088,-0.672001944398303,71.089
"mRock_kNN_bs_Neyman",0.8,10000,1,1,20,-0.109295752395944,-0.965467160441946,72.3150000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,1,20,-0.111382660531087,-0.956566769226967,70.928
"mRock_kNN_bs_Neyman",0.8,10000,1,1,25,-0.277906439771999,-0.429873708447417,72.503
"mRock_kNN_global_linear_Neyman",0.8,10000,1,1,25,-0.280996643732933,-0.405947972254893,70.874
"mRock_kNN_bs_Neyman",0.8,10000,1,1,30,-0.0763944219221573,-1.10777788784164,72.2239999999999
"mRock_kNN_global_linear_Neyman",0.8,10000,1,1,30,-0.0809201543846223,-1.09382755201993,70.937
"two_step_Neyman",0.8,10000,1,1,NA,0.522690975889392,-1.73037154265755,0.0529999999999973
"two_step_LS",0.8,10000,1,1,NA,0.00214819587527249,-1.09455564477439,0.0249999999999773
"Average of linear quantiles",0.8,10000,1,1,NA,-0.0593792090441809,-2.02660464956288,0.711999999999989
"mRock_kNN_bs_Neyman",0.8,10000,1,10,5,-0.244004013188649,-0.0641423914195798,71.251
"mRock_kNN_global_linear_Neyman",0.8,10000,1,10,5,-0.242085495598634,-0.0628956562392062,71.669
"mRock_kNN_bs_Neyman",0.8,10000,1,10,10,0.120484655819853,-1.61985167661693,71.034
"mRock_kNN_global_linear_Neyman",0.8,10000,1,10,10,0.123187492874153,-1.63956381537778,70.612
"mRock_kNN_bs_Neyman",0.8,10000,1,10,15,-0.327248956729201,-0.061620284591072,71.234
"mRock_kNN_global_linear_Neyman",0.8,10000,1,10,15,-0.323791111503216,-0.0658295088443026,70.501
"mRock_kNN_bs_Neyman",0.8,10000,1,10,17,-0.28972503549564,-0.177311945056715,71.2280000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,10,17,-0.28882159846921,-0.179389944205738,70.388
"mRock_kNN_bs_Neyman",0.8,10000,1,10,20,-0.235299170402387,-0.266350573646861,71.123
"mRock_kNN_global_linear_Neyman",0.8,10000,1,10,20,-0.235672445655441,-0.274036158159802,70.396
"mRock_kNN_bs_Neyman",0.8,10000,1,10,25,-0.201542531855468,-0.391495322193578,71.345
"mRock_kNN_global_linear_Neyman",0.8,10000,1,10,25,-0.200714750459315,-0.402842521277364,70.206
"mRock_kNN_bs_Neyman",0.8,10000,1,10,30,-0.0361920559158113,-1.14407770415605,71.163
"mRock_kNN_global_linear_Neyman",0.8,10000,1,10,30,-0.0327544937494415,-1.15772840473559,70.147
"two_step_Neyman",0.8,10000,1,10,NA,-0.460994609767812,0.569353585380796,0.0470000000000255
"two_step_LS",0.8,10000,1,10,NA,-0.33674166587212,0.406766683788035,0.0120000000000573
"Average of linear quantiles",0.8,10000,1,10,NA,-0.397652538816472,-0.428256968373105,0.644999999999982
"mRock_kNN_bs_Neyman",0.8,10000,1,100,5,0.641902219256716,-2.13901262215143,71.256
"mRock_kNN_global_linear_Neyman",0.8,10000,1,100,5,0.634528647027467,-2.11256017600445,71.086
"mRock_kNN_bs_Neyman",0.8,10000,1,100,10,0.269661845569407,-0.675739644154859,70.79
"mRock_kNN_global_linear_Neyman",0.8,10000,1,100,10,0.265912154141883,-0.642468960079242,69.983
"mRock_kNN_bs_Neyman",0.8,10000,1,100,15,0.374530317724028,-1.37374984762563,70.654
"mRock_kNN_global_linear_Neyman",0.8,10000,1,100,15,0.377332768027676,-1.36866490011285,70.12
"mRock_kNN_bs_Neyman",0.8,10000,1,100,17,0.374210380455842,-1.23237098914358,70.598
"mRock_kNN_global_linear_Neyman",0.8,10000,1,100,17,0.384561716422427,-1.25127693190888,69.858
"mRock_kNN_bs_Neyman",0.8,10000,1,100,20,0.0322660281218576,0.243010002832236,70.581
"mRock_kNN_global_linear_Neyman",0.8,10000,1,100,20,0.031309661596262,0.254554486703881,69.872
"mRock_kNN_bs_Neyman",0.8,10000,1,100,25,0.155890746163466,-0.205743277332274,69.683
"mRock_kNN_global_linear_Neyman",0.8,10000,1,100,25,0.154748750321022,-0.186128987393147,69.8290000000001
"mRock_kNN_bs_Neyman",0.8,10000,1,100,30,0.187516996539689,-0.627344081074384,67.8720000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,100,30,0.19048359523792,-0.620092082878912,67.199
"two_step_Neyman",0.8,10000,1,100,NA,-0.672817822641717,0.740777054872197,0.0489999999999782
"two_step_LS",0.8,10000,1,100,NA,0.305123711312925,-0.491618255495396,0.0100000000001046
"Average of linear quantiles",0.8,10000,1,100,NA,0.0994763507761358,-1.34071374589176,0.557000000000016
"mRock_kNN_bs_Neyman",0.8,10000,1,101,5,0.915745839340616,-2.63492006132843,72.681
"mRock_kNN_global_linear_Neyman",0.8,10000,1,101,5,0.881245601225602,-2.50505571356086,72.5
"mRock_kNN_bs_Neyman",0.8,10000,1,101,10,0.969994293545046,-3.00995326529018,72.352
"mRock_kNN_global_linear_Neyman",0.8,10000,1,101,10,0.94147660236055,-2.89660097823082,71.391
"mRock_kNN_bs_Neyman",0.8,10000,1,101,15,0.612581503559933,-1.87409597509699,72.824
"mRock_kNN_global_linear_Neyman",0.8,10000,1,101,15,0.591740133762286,-1.79126770710346,71.43
"mRock_kNN_bs_Neyman",0.8,10000,1,101,17,0.54318878674457,-1.60314353391878,72.652
"mRock_kNN_global_linear_Neyman",0.8,10000,1,101,17,0.527781156181749,-1.52513065539095,71.7069999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,101,20,0.63805077403874,-1.94662347600379,72.3850000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,101,20,0.616817265583179,-1.86010670383406,71.203
"mRock_kNN_bs_Neyman",0.8,10000,1,101,25,0.62785550137375,-2.09961892857021,72.453
"mRock_kNN_global_linear_Neyman",0.8,10000,1,101,25,0.602283967196738,-2.0072944930774,71.356
"mRock_kNN_bs_Neyman",0.8,10000,1,101,30,0.57053544843561,-1.84055021260002,72.216
"mRock_kNN_global_linear_Neyman",0.8,10000,1,101,30,0.547992272076969,-1.76967452800807,71.313
"two_step_Neyman",0.8,10000,1,101,NA,1.87034806707599,-3.53072424022989,0.0449999999999591
"two_step_LS",0.8,10000,1,101,NA,0.618833185409846,-1.95469488278596,0.0209999999999582
"Average of linear quantiles",0.8,10000,1,101,NA,0.637792423047377,-2.87425099804744,0.596000000000004
"mRock_kNN_bs_Neyman",0.8,10000,1,102,5,-1.25805139531348,3.00391056819365,71.939
"mRock_kNN_global_linear_Neyman",0.8,10000,1,102,5,-1.25154401267327,2.99330055161208,72.216
"mRock_kNN_bs_Neyman",0.8,10000,1,102,10,-0.70714689475376,1.38599671704362,71.409
"mRock_kNN_global_linear_Neyman",0.8,10000,1,102,10,-0.705409617877208,1.40083317148508,71.009
"mRock_kNN_bs_Neyman",0.8,10000,1,102,15,-0.424815544176794,0.970366927496187,71.745
"mRock_kNN_global_linear_Neyman",0.8,10000,1,102,15,-0.416688971270663,0.968845405304648,70.929
"mRock_kNN_bs_Neyman",0.8,10000,1,102,17,-0.419462063177416,0.705141865387588,71.8109999999999
"mRock_kNN_global_linear_Neyman",0.8,10000,1,102,17,-0.413093044948787,0.7058957223542,71.022
"mRock_kNN_bs_Neyman",0.8,10000,1,102,20,-0.329872808852835,0.292266414991161,71.8530000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,102,20,-0.335679094330699,0.327087755112061,71.0569999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,102,25,-0.438575482986898,0.889376562023429,71.693
"mRock_kNN_global_linear_Neyman",0.8,10000,1,102,25,-0.440968310982026,0.907001774338625,70.8920000000001
"mRock_kNN_bs_Neyman",0.8,10000,1,102,30,-0.484930930059442,1.32545088427771,72.002
"mRock_kNN_global_linear_Neyman",0.8,10000,1,102,30,-0.486660709327682,1.35795702969892,71.034
"two_step_Neyman",0.8,10000,1,102,NA,-1.86050237787821,2.57486306833293,0.0440000000000964
"two_step_LS",0.8,10000,1,102,NA,-1.19043011517643,1.74266344197235,0.00999999999999091
"Average of linear quantiles",0.8,10000,1,102,NA,-0.438661929922711,-0.053007456998472,0.708999999999946
"mRock_kNN_bs_Neyman",0.8,10000,1,103,5,-0.326047456573348,3.18215722982063,70.129
"mRock_kNN_global_linear_Neyman",0.8,10000,1,103,5,-0.336109575951371,3.24456108616887,69.964
"mRock_kNN_bs_Neyman",0.8,10000,1,103,10,-0.353023292491679,3.23906157604426,69.912
"mRock_kNN_global_linear_Neyman",0.8,10000,1,103,10,-0.35507524857144,3.29495421585634,68.999
"mRock_kNN_bs_Neyman",0.8,10000,1,103,15,-0.460009785490126,3.56913678834981,70.203
"mRock_kNN_global_linear_Neyman",0.8,10000,1,103,15,-0.456241036838291,3.58578734914305,69.1
"mRock_kNN_bs_Neyman",0.8,10000,1,103,17,-0.523714224119188,4.04588094564721,70.072
"mRock_kNN_global_linear_Neyman",0.8,10000,1,103,17,-0.523711714471798,4.0697104067734,69.138
"mRock_kNN_bs_Neyman",0.8,10000,1,103,20,-0.44751326645783,3.70499884241713,70.207
"mRock_kNN_global_linear_Neyman",0.8,10000,1,103,20,-0.441782187230197,3.7273433685998,69.16
"mRock_kNN_bs_Neyman",0.8,10000,1,103,25,-0.487970739986069,4.05931663109807,70.0609999999999
"mRock_kNN_global_linear_Neyman",0.8,10000,1,103,25,-0.664843180713861,4.87550820083054,69.1510000000001
"mRock_kNN_bs_Neyman",0.8,10000,1,103,30,-0.820127136681763,5.27797851443134,70.2030000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,103,30,-0.812955913413732,5.27488387281826,69.2199999999999
"two_step_Neyman",0.8,10000,1,103,NA,-1.46341252540771,4.4691705919787,0.0529999999999973
"two_step_LS",0.8,10000,1,103,NA,-0.575486145481024,3.3386783108317,0.0120000000000573
"Average of linear quantiles",0.8,10000,1,103,NA,-0.249363154114279,1.79875406144565,0.682000000000016
"mRock_kNN_bs_Neyman",0.8,10000,1,104,5,-0.300674344037669,0.508883669699429,68.317
"mRock_kNN_global_linear_Neyman",0.8,10000,1,104,5,-0.331811805296571,0.603388605241321,68.019
"mRock_kNN_bs_Neyman",0.8,10000,1,104,10,-0.0731622932577896,-0.527892123515954,67.855
"mRock_kNN_global_linear_Neyman",0.8,10000,1,104,10,-0.0758983926965291,-0.514312178632508,67.15
"mRock_kNN_bs_Neyman",0.8,10000,1,104,15,0.18594114205721,-1.43321642049884,68.28
"mRock_kNN_global_linear_Neyman",0.8,10000,1,104,15,0.188517920148901,-1.45948537390269,67.384
"mRock_kNN_bs_Neyman",0.8,10000,1,104,17,0.11909095064949,-1.39135599257749,68.184
"mRock_kNN_global_linear_Neyman",0.8,10000,1,104,17,0.119744617758549,-1.40552326994268,67.422
"mRock_kNN_bs_Neyman",0.8,10000,1,104,20,0.202348779460406,-1.79071212001746,68.0069999999999
"mRock_kNN_global_linear_Neyman",0.8,10000,1,104,20,0.202963006930221,-1.78756507021616,67.34
"mRock_kNN_bs_Neyman",0.8,10000,1,104,25,0.154944877516306,-1.73949242996198,68.162
"mRock_kNN_global_linear_Neyman",0.8,10000,1,104,25,0.159734066948671,-1.75753182048669,67.2919999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,104,30,0.177775809360525,-1.69319634818081,68.183
"mRock_kNN_global_linear_Neyman",0.8,10000,1,104,30,0.189011420896704,-1.74261334189943,67.3689999999999
"two_step_Neyman",0.8,10000,1,104,NA,-0.985737633701782,-0.171207116672136,0.0430000000000064
"two_step_LS",0.8,10000,1,104,NA,0.528443671560399,-2.09277767907321,0.00999999999999091
"Average of linear quantiles",0.8,10000,1,104,NA,0.0880467150623128,-2.43942342732224,0.630999999999972
"mRock_kNN_bs_Neyman",0.8,10000,1,105,5,-0.930134590786436,4.05968960877918,76.736
"mRock_kNN_global_linear_Neyman",0.8,10000,1,105,5,-0.937225217865657,4.08415651169881,75.684
"mRock_kNN_bs_Neyman",0.8,10000,1,105,10,-0.24415368151009,1.40091838725066,75.803
"mRock_kNN_global_linear_Neyman",0.8,10000,1,105,10,-0.244441819006098,1.39954932475273,75.051
"mRock_kNN_bs_Neyman",0.8,10000,1,105,15,-0.0152220464163175,0.23964025947825,75.757
"mRock_kNN_global_linear_Neyman",0.8,10000,1,105,15,-0.010538514307644,0.224409946685554,74.376
"mRock_kNN_bs_Neyman",0.8,10000,1,105,17,-0.0148083030658941,-0.184282562798913,76.001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,105,17,-0.00566916296527209,-0.207392991376949,74.649
"mRock_kNN_bs_Neyman",0.8,10000,1,105,20,-0.16424240320644,0.843440357973932,75.85
"mRock_kNN_global_linear_Neyman",0.8,10000,1,105,20,-0.164405704238885,0.841141822507097,74.6809999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,105,25,0.0116108479793056,0.068351882644663,75.8620000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,105,25,0.022926026985731,0.0313015332370554,74.7089999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,105,30,-0.0607504297993366,0.48615637404221,76.129
"mRock_kNN_global_linear_Neyman",0.8,10000,1,105,30,-0.056793934145718,0.477605105958304,74.885
"two_step_Neyman",0.8,10000,1,105,NA,-1.96669652914529,3.13347805262092,0.0489999999999782
"two_step_LS",0.8,10000,1,105,NA,-0.894858355426733,1.77909393562273,0.0180000000000291
"Average of linear quantiles",0.8,10000,1,105,NA,-0.169648937747226,-0.0108626453954059,0.786000000000058
"mRock_kNN_bs_Neyman",0.8,10000,1,106,5,-0.781820550106687,1.34582289505661,72.166
"mRock_kNN_global_linear_Neyman",0.8,10000,1,106,5,-0.778657136090098,1.33686465266179,72.448
"mRock_kNN_bs_Neyman",0.8,10000,1,106,10,-0.123517971066211,-0.982755660393536,71.888
"mRock_kNN_global_linear_Neyman",0.8,10000,1,106,10,-0.122680532174979,-0.992932542570969,71.338
"mRock_kNN_bs_Neyman",0.8,10000,1,106,15,-0.267398896788976,-0.567582935550902,72.171
"mRock_kNN_global_linear_Neyman",0.8,10000,1,106,15,-0.265440770800218,-0.581459406787644,71.442
"mRock_kNN_bs_Neyman",0.8,10000,1,106,17,-0.18991662737352,-0.672116355378279,72.145
"mRock_kNN_global_linear_Neyman",0.8,10000,1,106,17,-0.189267743323897,-0.677207357351605,71.463
"mRock_kNN_bs_Neyman",0.8,10000,1,106,20,-0.072399993007974,-1.30561565153354,72.231
"mRock_kNN_global_linear_Neyman",0.8,10000,1,106,20,-0.0721703540450043,-1.30280060983938,71.466
"mRock_kNN_bs_Neyman",0.8,10000,1,106,25,0.12301086669763,-2.19517317839295,72.144
"mRock_kNN_global_linear_Neyman",0.8,10000,1,106,25,0.121742921131878,-2.2019973403408,71.5609999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,106,30,0.0200803170363639,-1.73611810661296,71.825
"mRock_kNN_global_linear_Neyman",0.8,10000,1,106,30,0.0226005487058978,-1.74391295271792,71.196
"two_step_Neyman",0.8,10000,1,106,NA,-1.23245776673547,0.726276432228175,0.0470000000000255
"two_step_LS",0.8,10000,1,106,NA,-1.19146685950437,0.676028186039417,0.0110000000000809
"Average of linear quantiles",0.8,10000,1,106,NA,-0.213909468672606,-1.61380226836991,0.649000000000001
"mRock_kNN_bs_Neyman",0.8,10000,1,107,5,0.666309235667282,-1.56605891873281,69.773
"mRock_kNN_global_linear_Neyman",0.8,10000,1,107,5,0.678787959178424,-1.56057264031671,69.725
"mRock_kNN_bs_Neyman",0.8,10000,1,107,10,0.5182205070222,-1.36385113624237,69.519
"mRock_kNN_global_linear_Neyman",0.8,10000,1,107,10,0.536644182062944,-1.3642568477665,68.885
"mRock_kNN_bs_Neyman",0.8,10000,1,107,15,0.645743626292314,-2.25806507794904,69.7190000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,107,15,0.696927996992089,-2.31055329380831,69.242
"mRock_kNN_bs_Neyman",0.8,10000,1,107,17,0.637621686429822,-2.03787268511425,69.677
"mRock_kNN_global_linear_Neyman",0.8,10000,1,107,17,0.68067477431141,-2.07492000771261,69.096
"mRock_kNN_bs_Neyman",0.8,10000,1,107,20,0.361807730917955,-1.1118770508408,69.778
"mRock_kNN_global_linear_Neyman",0.8,10000,1,107,20,0.393781774290177,-1.148990292389,69.032
"mRock_kNN_bs_Neyman",0.8,10000,1,107,25,0.495512319777886,-1.61869880388173,69.611
"mRock_kNN_global_linear_Neyman",0.8,10000,1,107,25,0.531823546997135,-1.65488152993835,68.898
"mRock_kNN_bs_Neyman",0.8,10000,1,107,30,0.592381532772893,-2.04575830945235,69.5890000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,107,30,0.643623596877939,-2.10530283850828,69.0549999999999
"two_step_Neyman",0.8,10000,1,107,NA,1.31376347725808,-2.75822109771349,0.0440000000000964
"two_step_LS",0.8,10000,1,107,NA,0.584866594344838,-1.8430207455616,0.0219999999999345
"Average of linear quantiles",0.8,10000,1,107,NA,0.615855701270951,-2.79690721605526,0.546999999999912
"mRock_kNN_bs_Neyman",0.8,10000,1,108,5,0.49893357582942,-0.0855578470225993,67.626
"mRock_kNN_global_linear_Neyman",0.8,10000,1,108,5,0.523179585071058,-0.13040106906567,67.063
"mRock_kNN_bs_Neyman",0.8,10000,1,108,10,0.47714038334377,-0.412038503757458,67.335
"mRock_kNN_global_linear_Neyman",0.8,10000,1,108,10,0.497013660621496,-0.43349155588777,66.014
"mRock_kNN_bs_Neyman",0.8,10000,1,108,15,0.559422159719881,-1.00747187144015,67.462
"mRock_kNN_global_linear_Neyman",0.8,10000,1,108,15,0.586908354731041,-1.02728831621253,66.252
"mRock_kNN_bs_Neyman",0.8,10000,1,108,17,0.649749352671028,-1.13253680085469,67.3700000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,108,17,0.678350151971785,-1.15009370067574,66.275
"mRock_kNN_bs_Neyman",0.8,10000,1,108,20,0.833678415141386,-1.86487595149656,67.338
"mRock_kNN_global_linear_Neyman",0.8,10000,1,108,20,0.858705003644475,-1.87231122542553,66.247
"mRock_kNN_bs_Neyman",0.8,10000,1,108,25,0.638177830746358,-1.19823116553256,67.375
"mRock_kNN_global_linear_Neyman",0.8,10000,1,108,25,0.682000881114728,-1.24520967120026,66.1379999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,108,30,0.713416383406956,-1.50893766435462,67.082
"mRock_kNN_global_linear_Neyman",0.8,10000,1,108,30,0.754639776956821,-1.54675228316501,66.1940000000001
"two_step_Neyman",0.8,10000,1,108,NA,2.31382916190663,-3.50473237050005,0.0460000000000491
"two_step_LS",0.8,10000,1,108,NA,1.81989468092212,-2.90028699195774,0.00900000000001455
"Average of linear quantiles",0.8,10000,1,108,NA,0.703042096340157,-2.66144194168606,0.579999999999927
"mRock_kNN_bs_Neyman",0.8,10000,1,109,5,-0.490905948015597,0.0610075920374129,74.912
"mRock_kNN_global_linear_Neyman",0.8,10000,1,109,5,-0.492457017523005,0.0761479879085556,75.817
"mRock_kNN_bs_Neyman",0.8,10000,1,109,10,-0.149733667457584,-1.15694600077342,74.315
"mRock_kNN_global_linear_Neyman",0.8,10000,1,109,10,-0.152042672295211,-1.1487369526658,73.726
"mRock_kNN_bs_Neyman",0.8,10000,1,109,15,-0.581498764281601,0.121307122950952,74.557
"mRock_kNN_global_linear_Neyman",0.8,10000,1,109,15,-0.590617093293207,0.15828855401783,74.003
"mRock_kNN_bs_Neyman",0.8,10000,1,109,17,-0.333260383550566,-0.502357566802374,74.429
"mRock_kNN_global_linear_Neyman",0.8,10000,1,109,17,-0.343700181783317,-0.479426916590924,73.999
"mRock_kNN_bs_Neyman",0.8,10000,1,109,20,-0.295523274287484,-0.982789823440285,74.515
"mRock_kNN_global_linear_Neyman",0.8,10000,1,109,20,-0.299889164803121,-0.956509267911599,73.9520000000001
"mRock_kNN_bs_Neyman",0.8,10000,1,109,25,-0.322306774762974,-0.711009657763441,74.3200000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,109,25,-0.320681851720567,-0.717419858768181,73.8579999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,109,30,-0.479979514030995,-0.0336805098876596,74.275
"mRock_kNN_global_linear_Neyman",0.8,10000,1,109,30,-0.485188775851411,-0.00111741502033169,73.668
"two_step_Neyman",0.8,10000,1,109,NA,-2.06389784959321,1.97368847770832,0.0589999999999691
"two_step_LS",0.8,10000,1,109,NA,-0.970777918902125,0.605152760974903,0.01299999999992
"Average of linear quantiles",0.8,10000,1,109,NA,-0.48556767360007,-0.90196960079659,0.735000000000127
"mRock_kNN_bs_Neyman",0.8,10000,1,11,5,-0.438935815164967,1.01289004738341,71.855
"mRock_kNN_global_linear_Neyman",0.8,10000,1,11,5,-0.443863550630545,1.0470310448501,71.505
"mRock_kNN_bs_Neyman",0.8,10000,1,11,10,0.207310745257859,-0.961424313741176,71.561
"mRock_kNN_global_linear_Neyman",0.8,10000,1,11,10,0.202555281607742,-0.936826383073054,70.4
"mRock_kNN_bs_Neyman",0.8,10000,1,11,15,0.17977410171527,-0.793257068153508,71.568
"mRock_kNN_global_linear_Neyman",0.8,10000,1,11,15,0.168632216961857,-0.751592934348238,70.824
"mRock_kNN_bs_Neyman",0.8,10000,1,11,17,0.112290795121929,-0.762760855585668,71.726
"mRock_kNN_global_linear_Neyman",0.8,10000,1,11,17,0.103832641655823,-0.733158981044369,70.741
"mRock_kNN_bs_Neyman",0.8,10000,1,11,20,0.069293861903156,-0.693960542172505,71.576
"mRock_kNN_global_linear_Neyman",0.8,10000,1,11,20,0.0616275464289173,-0.669916249670521,70.432
"mRock_kNN_bs_Neyman",0.8,10000,1,11,25,0.0408095498241399,-0.409115602204622,71.471
"mRock_kNN_global_linear_Neyman",0.8,10000,1,11,25,0.0306809189059867,-0.375364578445669,70.46
"mRock_kNN_bs_Neyman",0.8,10000,1,11,30,-0.100039781400418,0.205348846249564,71.631
"mRock_kNN_global_linear_Neyman",0.8,10000,1,11,30,-0.10199621853982,0.235044647379056,70.376
"two_step_Neyman",0.8,10000,1,11,NA,-0.94161172674895,1.12695452177445,0.0510000000000446
"two_step_LS",0.8,10000,1,11,NA,-1.61611057016678,1.98229646278141,0.0159999999999627
"Average of linear quantiles",0.8,10000,1,11,NA,-0.0668085111770029,-0.904789114809532,0.632000000000062
"mRock_kNN_bs_Neyman",0.8,10000,1,110,5,0.204449078381507,-0.242062153345884,72.396
"mRock_kNN_global_linear_Neyman",0.8,10000,1,110,5,0.195802504793625,-0.206921848151111,72.211
"mRock_kNN_bs_Neyman",0.8,10000,1,110,10,0.292678890706223,-1.30460184712923,72.204
"mRock_kNN_global_linear_Neyman",0.8,10000,1,110,10,0.285374618465155,-1.27410670237055,70.898
"mRock_kNN_bs_Neyman",0.8,10000,1,110,15,-0.0784558795120298,-0.120571837189644,72.5
"mRock_kNN_global_linear_Neyman",0.8,10000,1,110,15,-0.0842222284764249,-0.0990621196476695,71.345
"mRock_kNN_bs_Neyman",0.8,10000,1,110,17,-0.0208078142220542,-0.32117322899245,72.449
"mRock_kNN_global_linear_Neyman",0.8,10000,1,110,17,-0.0262477272599266,-0.300700449621829,71.2910000000001
"mRock_kNN_bs_Neyman",0.8,10000,1,110,20,0.0566219305621485,-0.622538400186912,72.4620000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,110,20,0.0520339788732591,-0.605763833133565,71.179
"mRock_kNN_bs_Neyman",0.8,10000,1,110,25,0.245927665900338,-1.49274350770538,72.465
"mRock_kNN_global_linear_Neyman",0.8,10000,1,110,25,0.247586682276652,-1.4976617521901,71.164
"mRock_kNN_bs_Neyman",0.8,10000,1,110,30,0.129284693445039,-0.917440396671353,72.4209999999999
"mRock_kNN_global_linear_Neyman",0.8,10000,1,110,30,0.127159776520823,-0.906412368761039,71.231
"two_step_Neyman",0.8,10000,1,110,NA,0.171800350040041,-0.405213712279362,0.06899999999996
"two_step_LS",0.8,10000,1,110,NA,-0.426732892400537,0.361083234852572,0.0149999999998727
"Average of linear quantiles",0.8,10000,1,110,NA,-0.065241688294007,-1.08444369168163,0.720000000000027
"mRock_kNN_bs_Neyman",0.8,10000,1,111,5,0.50799177952355,-3.4267902026898,71.92
"mRock_kNN_global_linear_Neyman",0.8,10000,1,111,5,0.488938150147615,-3.36468423369047,71.617
"mRock_kNN_bs_Neyman",0.8,10000,1,111,10,-0.1055727544514,-0.981681131244656,71.566
"mRock_kNN_global_linear_Neyman",0.8,10000,1,111,10,-0.112688828672948,-0.948976409830053,70.326
"mRock_kNN_bs_Neyman",0.8,10000,1,111,15,-0.000568756804839587,-1.77604842284646,71.864
"mRock_kNN_global_linear_Neyman",0.8,10000,1,111,15,-0.0148776189825357,-1.71791571218959,70.465
"mRock_kNN_bs_Neyman",0.8,10000,1,111,17,-0.0051365590595478,-1.95203935078834,71.548
"mRock_kNN_global_linear_Neyman",0.8,10000,1,111,17,-0.019852285454184,-1.88181396757656,70.371
"mRock_kNN_bs_Neyman",0.8,10000,1,111,20,0.0078542553455474,-1.54708772962215,71.3900000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,111,20,0.00316068315658002,-1.530599345013,70.4509999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,111,25,-0.28241358766888,-0.373008616295706,71.6650000000001
"mRock_kNN_global_linear_Neyman",0.8,10000,1,111,25,-0.28983841940367,-0.343649306550077,70.1809999999999
"mRock_kNN_bs_Neyman",0.8,10000,1,111,30,-0.240687910963969,-0.466374437682802,71.8059999999999
"mRock_kNN_global_linear_Neyman",0.8,10000,1,111,30,-0.245430660398323,-0.440536977921454,70.265
"two_step_Neyman",0.8,10000,1,111,NA,1.44376763800823,-3.2419639735908,0.0440000000000964
"two_step_LS",0.8,10000,1,111,NA,0.533594581591127,-2.11920633126103,0.0119999999999436
"Average of linear quantiles",0.8,10000,1,111,NA,0.0127271249254544,-2.32481440556803,0.559999999999945
"mRock_kNN_bs_Neyman",0.8,10000,1,112,5,0.968423022296356,-4.07413845214373,69.655
"mRock_kNN_global_linear_Neyman",0.8,10000,1,112,5,0.946268006636785,-4.02251141042849,69.405
"mRock_kNN_bs_Neyman",0.8,10000,1,112,10,0.605646343178739,-3.41587651390208,69.271
"mRock_kNN_global_linear_Neyman",0.8,10000,1,112,10,0.574847076144819,-3.30297753938603,68.238
"mRock_kNN_bs_Neyman",0.8,10000,1,112,15,0.187935406695877,-2.18006840435666,69.425
"mRock_kNN_global_linear_Neyman",0.8,10000,1,112,15,0.158242439521077,-2.07886147632779,68.446
"mRock_kNN_bs_Neyman",0.8,10000,1,112,17,0.378067178502918,-2.59344085636185,69.5
"mRock_kNN_global_linear_Neyman",0.8,10000,1,112,17,0.345099718813941,-2.46889004839548,68.438
"mRock_kNN_bs_Neyman",0.8,10000,1,112,20,0.247620399116329,-2.32588643921255,69.373
"mRock_kNN_global_linear_Neyman",0.8,10000,1,112,20,0.218689725934003,-2.21080096304117,68.241
