"Method","tau","n","p","seed","beta0","beta1","beta2"
"two_step_Neyman",0.9,1000,2,193,-2.44512815715219,-0.650743213150729,6.82858680585994
"two_step_LS",0.9,1000,2,193,-1.5036907332838,-1.04374427865954,5.96975968328898
"mRock",0.9,1000,2,193,-0.244485987067907,0.209213770262734,1.65663544117469
"two_step_Neyman",0.9,1000,2,194,7.9507871770935,-13.4012097398032,7.76717604345895
"two_step_LS",0.9,1000,2,194,6.57287106745007,-5.87428843007382,1.9419723027916
"mRock",0.9,1000,2,194,0.913732774791695,-1.3693511596515,1.31579127554348
"two_step_Neyman",0.9,1000,2,195,9.32702952372803,-13.1044996574845,3.89419545790275
"two_step_LS",0.9,1000,2,195,-5.12956971705511,-1.2093906045352,6.61738242845524
"mRock",0.9,1000,2,195,0.100551690645686,-0.64502379104225,-1.59669211292488
"two_step_Neyman",0.9,1000,2,196,9.22038485146643,-14.3483750782006,4.57197262182414
"two_step_LS",0.9,1000,2,196,7.64329135203462,-7.33124436131462,-1.17144636626271
"mRock",0.9,1000,2,196,0.75582083070867,-0.964127275971231,-2.31191085726796
"two_step_Neyman",0.9,1000,2,197,-9.26554264733943,8.89052428934914,-4.15114643792742
"two_step_LS",0.9,1000,2,197,-4.64670449972189,5.69934858017744,-5.71510401447431
"mRock",0.9,1000,2,197,-0.813606914063088,0.940362712978838,-6.56807188177366
"two_step_Neyman",0.9,1000,2,198,13.3179678034665,-9.04286253612428,-16.1600554031649
"two_step_LS",0.9,1000,2,198,10.3310688870955,-6.69019048619362,-15.5380459670288
"mRock",0.9,1000,2,198,2.89781621095797,-2.19083878357954,-14.8724000161234
"two_step_Neyman",0.9,1000,2,199,-12.5378489470113,11.2056363819702,10.0019245423982
"two_step_LS",0.9,1000,2,199,-7.67168667006783,4.59700492620248,11.4623302298831
"mRock",0.9,1000,2,199,-0.46938001502045,0.676194053404905,6.02530949075786
"two_step_Neyman",0.9,1000,2,2,-2.02050875680087,-0.813455507971002,2.06529977022907
"two_step_LS",0.9,1000,2,2,2.37668861608453,-6.04133055765766,2.79282208400194
"mRock",0.9,1000,2,2,0.637548830864055,-0.721599007796851,-2.37889996487847
"two_step_Neyman",0.9,1000,2,20,7.00651728622534,-3.79617661411473,-13.9649067875354
"two_step_LS",0.9,1000,2,20,7.50573350006018,-4.55448352262159,-13.7108442980987
"mRock",0.9,1000,2,20,0.717018858655893,-0.706225413116474,-12.1263217905798
"two_step_Neyman",0.9,1000,2,200,-8.91023656898537,10.2836371060209,-2.75026493041329
"two_step_LS",0.9,1000,2,200,-8.52721332892188,4.06489764555453,3.13158700429832
"mRock",0.9,1000,2,200,-0.106243259906472,0.950333417257027,-4.99070746939256
"two_step_Neyman",0.9,1000,2,201,3.12536160277161,0.626390616780188,-4.99195312904865
"two_step_LS",0.9,1000,2,201,2.41395539219075,-0.610438822230225,-2.78313009125836
"mRock",0.9,1000,2,201,0.105596837113772,-0.050113146230863,-2.79008927237841
"two_step_Neyman",0.9,1000,2,202,-27.2206821661664,20.8581944109225,6.69842556255369
"two_step_LS",0.9,1000,2,202,-8.97976856079299,4.46154450283106,4.47707817372005
"mRock",0.9,1000,2,202,-1.80091375407372,2.4739384606948,-4.00149891386694
"two_step_Neyman",0.9,1000,2,203,1.42949724345508,2.41898124458932,-10.4285669770281
"two_step_LS",0.9,1000,2,203,3.25157652080405,-0.470557826026227,-9.46585572582877
"mRock",0.9,1000,2,203,-0.661517045825059,0.22889747606128,-8.73420218886761
"two_step_Neyman",0.9,1000,2,204,13.2942263075427,-14.9410007100934,-1.57876344963859
"two_step_LS",0.9,1000,2,204,6.87686646203753,-6.17178638740794,-3.83952122092906
"mRock",0.9,1000,2,204,1.76232285465918,-1.58412188600542,-4.59451575026989
"two_step_Neyman",0.9,1000,2,205,-1.96241780613448,-0.325672465116334,5.61317129711573
"two_step_LS",0.9,1000,2,205,-6.35870510018285,3.14473652115238,6.46902516356246
"mRock",0.9,1000,2,205,0.262720490802812,-0.126022136933007,1.13431736801287
"two_step_Neyman",0.9,1000,2,206,-4.4658678416959,1.61777634085464,7.25647946325346
"two_step_LS",0.9,1000,2,206,-4.61730980958724,4.08691193626666,4.8744590756643
"mRock",0.9,1000,2,206,-0.110030141802158,0.0679533085373181,2.9387185113345
"two_step_Neyman",0.9,1000,2,207,-4.69079360127973,2.59315435235443,-0.476921928534082
"two_step_LS",0.9,1000,2,207,1.32437993729782,-1.8777406554189,-2.05230917869461
"mRock",0.9,1000,2,207,-0.0604012561274221,0.68094780705045,-4.94448456948462
"two_step_Neyman",0.9,1000,2,208,-1.04985471958479,-0.239078471540424,8.34911574193832
"two_step_LS",0.9,1000,2,208,-6.73005537405557,4.11360855866023,9.61429062346603
"mRock",0.9,1000,2,208,0.99901935658812,-0.754570326780394,4.69587374083885
"two_step_Neyman",0.9,1000,2,209,6.66855977331303,-3.94530352044803,-4.34954378561329
"two_step_LS",0.9,1000,2,209,4.34249757894102,-2.16647120458926,-3.82123513146634
"mRock",0.9,1000,2,209,-0.243058649103995,-0.199839254149223,-3.13966798375272
"two_step_Neyman",0.9,1000,2,21,-6.2345890730564,-2.42184049478116,7.41486912214779
"two_step_LS",0.9,1000,2,21,2.77037294691989,-2.9722007468379,-0.282574752027656
"mRock",0.9,1000,2,21,-0.0522304085690051,-0.50107827935179,-1.2304782491065
"two_step_Neyman",0.9,1000,2,210,3.30188059329489,-4.17594046170854,6.79244677435892
"two_step_LS",0.9,1000,2,210,-1.12827243166146,-0.218279262285042,7.1083678632412
"mRock",0.9,1000,2,210,1.47512873318698,-0.955292948766434,4.71166301166696
"two_step_Neyman",0.9,1000,2,211,-2.79677180627925,0.448665382964858,-0.183243565358566
"two_step_LS",0.9,1000,2,211,-0.490235371755181,-0.0424906859222722,-2.01294597255371
"mRock",0.9,1000,2,211,0.103897048507518,-0.212869327577374,-4.57389712961455
"two_step_Neyman",0.9,1000,2,212,6.56252685329238,-0.320902665527599,-3.91190966894887
"two_step_LS",0.9,1000,2,212,9.68815992717335,-4.17638007977177,-3.37822509103876
"mRock",0.9,1000,2,212,0.922742342605629,-0.450998700338852,-0.396255968798798
"two_step_Neyman",0.9,1000,2,213,-4.4133972144783,-4.12273144678187,5.4489945295868
"two_step_LS",0.9,1000,2,213,2.47358863842957,-6.5205456470704,0.801569060073135
"mRock",0.9,1000,2,213,-0.107528724668315,0.276150310833499,-4.81227395639044
"two_step_Neyman",0.9,1000,2,214,1.19039095287681,6.77233109529254,-13.2052062155533
"two_step_LS",0.9,1000,2,214,1.14372052284825,0.978488050934498,-7.48140152053946
"mRock",0.9,1000,2,214,-0.457520625024927,0.193457570408349,-7.14302115883345
"two_step_Neyman",0.9,1000,2,215,-1.19593747310193,-0.560436933562416,-2.30116482801144
"two_step_LS",0.9,1000,2,215,-0.0939799491120104,0.647420875424098,-4.47922434928141
"mRock",0.9,1000,2,215,-0.188197898914209,-0.149208566774559,-5.2439060875876
"two_step_Neyman",0.9,1000,2,216,-15.0904933766195,13.634143159042,8.32276535638738
"two_step_LS",0.9,1000,2,216,-4.96216743126455,5.34745155725299,6.5976720961808
"mRock",0.9,1000,2,216,-0.894418668608388,0.830541168630301,4.68020584879154
"two_step_Neyman",0.9,1000,2,217,-12.9688990557688,0.704758817605813,14.8512004348787
"two_step_LS",0.9,1000,2,217,-8.64246092919636,2.31049300173079,8.79722181576544
"mRock",0.9,1000,2,217,0.021083454953569,-0.181926352815312,-0.476883730150746
"two_step_Neyman",0.9,1000,2,218,0.0818991890652301,1.91660296472031,3.01636928715382
"two_step_LS",0.9,1000,2,218,1.30297574144759,0.322213588728317,3.18586474754191
"mRock",0.9,1000,2,218,0.171670624468145,-0.208749808477083,3.88282114960528
"two_step_Neyman",0.9,1000,2,219,-1.11874837941438,-0.933667925543394,5.44630630997418
"two_step_LS",0.9,1000,2,219,3.40364813860235,-1.69057981916332,1.18778687959419
"mRock",0.9,1000,2,219,0.235441346580698,0.14603996825098,1.32348709827291
"two_step_Neyman",0.9,1000,2,22,0.113074351225923,-1.99638510416578,-6.39866332291901
"two_step_LS",0.9,1000,2,22,4.20131697263856,-2.19020269890313,-10.3599062360899
"mRock",0.9,1000,2,22,0.568231300148483,-0.565698248193236,-9.22360723956048
"two_step_Neyman",0.9,1000,2,220,-6.54952140229291,0.557888635213788,12.9241686489977
"two_step_LS",0.9,1000,2,220,4.94113458846536,-3.48934708372057,4.91900494700309
"mRock",0.9,1000,2,220,-0.811559166321534,0.582103341770173,5.07505564155278
"two_step_Neyman",0.9,1000,2,221,10.1988231851637,-6.22819006376023,-4.31234899207763
"two_step_LS",0.9,1000,2,221,8.69774097865584,-3.46184633734374,-5.45461052386469
"mRock",0.9,1000,2,221,1.21859200483789,-0.942236973210848,-2.65629513411436
"two_step_Neyman",0.9,1000,2,222,4.92047731595221,-6.96124298263124,3.31828917493351
"two_step_LS",0.9,1000,2,222,3.36236423627106,-3.32535253208761,1.38891889052972
"mRock",0.9,1000,2,222,1.20347006647402,-0.728885710088295,-2.94068585028158
"two_step_Neyman",0.9,1000,2,223,-4.66777777879212,6.81530350330223,-10.8145441011528
"two_step_LS",0.9,1000,2,223,1.46944658801721,3.23150142049491,-13.0732165963126
"mRock",0.9,1000,2,223,-0.487244355525092,1.06425333024739,-10.8684731369686
"two_step_Neyman",0.9,1000,2,224,9.94025511761652,-1.1109757970403,-13.0420884881039
"two_step_LS",0.9,1000,2,224,-3.77616866374311,4.84520363542356,-5.05439512769432
"mRock",0.9,1000,2,224,-0.0816982012381846,0.685680966896803,-6.34126374066537
"two_step_Neyman",0.9,1000,2,225,-2.84740645676022,4.47209012452151,2.51273711235721
"two_step_LS",0.9,1000,2,225,-4.83171602581737,1.20587150306493,7.63003164464382
"mRock",0.9,1000,2,225,-0.278638190020134,0.578508042742163,2.89182348090834
"two_step_Neyman",0.9,1000,2,226,1.00574211904929,1.4765311229227,-2.58807072330414
"two_step_LS",0.9,1000,2,226,-0.545293905215389,2.06188845603672,-1.93518587203634
"mRock",0.9,1000,2,226,-0.492339786732716,0.219857003582936,-1.43879196210058
"two_step_Neyman",0.9,1000,2,227,-19.3362491929368,15.0151635900528,3.15336091751622
"two_step_LS",0.9,1000,2,227,-10.6748889760439,11.4840236849603,-2.15452751419522
"mRock",0.9,1000,2,227,-0.808667520568038,0.303582142109184,-3.14185595730856
"two_step_Neyman",0.9,1000,2,228,-7.66882726828311,5.07068674501561,-8.15394727340619
"two_step_LS",0.9,1000,2,228,-2.52106578889939,0.9835916438933,-9.10951567023045
"mRock",0.9,1000,2,228,-0.37632889232767,0.0906497396468606,-11.2416075526576
"two_step_Neyman",0.9,1000,2,229,-3.85075171183511,-10.4808189496931,20.9280568096692
"two_step_LS",0.9,1000,2,229,3.36188688576554,-4.9810378402002,8.16831245407381
"mRock",0.9,1000,2,229,-0.164046973852471,-0.410612317155585,5.67894572599907
"two_step_Neyman",0.9,1000,2,23,-2.20215272920501,-0.587571707691676,2.54399555264234
"two_step_LS",0.9,1000,2,23,-1.10896491464581,0.363730708236,0.467857527178879
"mRock",0.9,1000,2,23,-0.574761768439778,0.868479036842673,-2.72115486221968
"two_step_Neyman",0.9,1000,2,230,-1.49330438203441,4.9245916811356,-6.0592484344119
"two_step_LS",0.9,1000,2,230,3.54111366962381,1.13477971397372,-7.33397405280463
"mRock",0.9,1000,2,230,0.306104473949632,0.599325879711305,-6.01233221151439
"two_step_Neyman",0.9,1000,2,231,0.147221109286924,-2.90548975002923,0.0032947377920749
"two_step_LS",0.9,1000,2,231,2.46978540586134,-2.59978253703166,-2.78352344467564
"mRock",0.9,1000,2,231,-0.0595322251388826,-0.138450162464787,-4.0650329501437
"two_step_Neyman",0.9,1000,2,232,-12.7068635555363,7.03990393716047,7.54603391506407
"two_step_LS",0.9,1000,2,232,-1.8810783806363,2.84910724161352,1.24417199943284
"mRock",0.9,1000,2,232,-1.03025998388448,0.564381373441372,1.77426654595241
"two_step_Neyman",0.9,1000,2,233,-18.510744808089,9.79496855289925,12.6031339145632
"two_step_LS",0.9,1000,2,233,-5.20034178765625,2.12640741736537,7.22271776574181
"mRock",0.9,1000,2,233,-1.49674650266832,0.912306026256358,2.3612247571901
"two_step_Neyman",0.9,1000,2,234,5.16905458952023,-1.63842206606232,1.92765920722682
"two_step_LS",0.9,1000,2,234,4.05386530001849,-0.93290215432634,2.1345648809842
"mRock",0.9,1000,2,234,-0.466038500484162,0.000224933457138921,3.0544518000697
"two_step_Neyman",0.9,1000,2,235,-0.223542185518131,-0.0572129372468675,6.39447139824536
"two_step_LS",0.9,1000,2,235,-9.86429455514958,6.35277938046328,9.69265484721227
"mRock",0.9,1000,2,235,-1.29980799430599,1.17739236645391,3.45697016039024
"two_step_Neyman",0.9,1000,2,236,-3.66449808404938,12.5261703337553,-13.2926316669809
"two_step_LS",0.9,1000,2,236,-11.5206889036276,15.3251147625383,-8.24158612446338
"mRock",0.9,1000,2,236,-1.06724697425851,1.73119006360768,-6.50985707481466
"two_step_Neyman",0.9,1000,2,237,-16.4644936163795,5.78129496333996,16.5062389418235
"two_step_LS",0.9,1000,2,237,-3.81192883822568,3.28883357541805,6.33685443663579
"mRock",0.9,1000,2,237,-0.477856826450168,-0.0424027941931056,3.77499315836559
"two_step_Neyman",0.9,1000,2,238,-0.0874039548341585,-1.71271301511613,-0.258375362910186
"two_step_LS",0.9,1000,2,238,-3.48407366261545,1.81968281206542,-0.527832892387082
"mRock",0.9,1000,2,238,-0.403313788895966,0.0505284403289807,-2.96011888872245
"two_step_Neyman",0.9,1000,2,239,-5.42824302593583,7.3171329421514,-6.00647396702819
"two_step_LS",0.9,1000,2,239,-2.88552716225098,6.36789212116445,-7.40843392983173
"mRock",0.9,1000,2,239,-0.297363955624265,0.517568684196597,-6.54811015680866
"two_step_Neyman",0.9,1000,2,24,-14.3337429893752,10.1744797961568,6.33014208954933
"two_step_LS",0.9,1000,2,24,-14.7195242921159,8.32596817938138,8.30775216550043
"mRock",0.9,1000,2,24,-1.34814355467143,1.35099465192264,-0.282559274825289
"two_step_Neyman",0.9,1000,2,240,-2.07752558524366,0.911806257082124,-8.29448121785686
"two_step_LS",0.9,1000,2,240,-3.81963152723288,-1.23084844237313,-4.28784115437371
"mRock",0.9,1000,2,240,-0.788059650402291,0.544473044052089,-11.6903975890768
"two_step_Neyman",0.9,1000,2,241,6.57679291117728,-4.15412112339133,-11.4696456151102
"two_step_LS",0.9,1000,2,241,4.15149190296534,-4.30143086513519,-9.10896087271762
"mRock",0.9,1000,2,241,-0.207953858753003,0.0258811196729947,-10.3577666403089
"two_step_Neyman",0.9,1000,2,242,14.2598476172282,-9.55875983171468,-10.1979234977658
"two_step_LS",0.9,1000,2,242,9.02755973830273,-3.0537088479798,-11.8703216056025
"mRock",0.9,1000,2,242,1.29406228243238,-1.54142290479943,-8.54279035476117
"two_step_Neyman",0.9,1000,2,243,-0.653438908059667,2.58332061453691,-12.0836846334665
"two_step_LS",0.9,1000,2,243,1.11831883462756,3.08861801121252,-14.4741378387905
"mRock",0.9,1000,2,243,-0.130468953066887,-0.0216616602999684,-11.6904612374111
"two_step_Neyman",0.9,1000,2,244,4.8459185508939,-1.7117230092007,-3.77636907674363
"two_step_LS",0.9,1000,2,244,3.95179679276996,-2.91230539240557,-1.54617016671669
"mRock",0.9,1000,2,244,0.119917056415714,-0.54104611071437,-1.16335124434539
"two_step_Neyman",0.9,1000,2,245,-14.1262675496679,10.526213699912,5.04794199213475
"two_step_LS",0.9,1000,2,245,-3.69624493501237,3.06990417445278,1.83657947862686
"mRock",0.9,1000,2,245,-0.864551871436911,0.534959160649193,0.0792764053442028
"two_step_Neyman",0.9,1000,2,246,12.2769316714888,-8.95242774821929,3.72565091907261
"two_step_LS",0.9,1000,2,246,5.97976860750788,-4.08685640527022,5.81131219484863
"mRock",0.9,1000,2,246,0.718206474836272,-0.503445596383419,4.62834633354713
"two_step_Neyman",0.9,1000,2,247,-1.45763549988312,1.55160898705103,-0.325482697638151
"two_step_LS",0.9,1000,2,247,-8.09009934713722,4.87681906346286,3.04542939504159
"mRock",0.9,1000,2,247,0.523259869680954,-0.493157065920588,-1.80939830061959
"two_step_Neyman",0.9,1000,2,248,-6.04210762943508,-1.66824613040537,7.50618999336007
"two_step_LS",0.9,1000,2,248,-0.696260918909946,-1.83083992277766,2.4745583022985
"mRock",0.9,1000,2,248,0.093860429120836,-0.140975210452859,-2.07680781283078
"two_step_Neyman",0.9,1000,2,249,-2.94937037980962,1.59304004761888,10.6315324680514
"two_step_LS",0.9,1000,2,249,-4.76013894870424,0.713465883757374,12.9121954163493
"mRock",0.9,1000,2,249,-0.964896853655147,0.970988729719603,6.14777893738491
"two_step_Neyman",0.9,1000,2,25,-3.4073351919485,2.25015654710452,-4.82738798945904
"two_step_LS",0.9,1000,2,25,-10.2495381173086,4.72789273163928,-0.750326994929353
"mRock",0.9,1000,2,25,-0.565847034636328,0.221513403377037,-8.02278579407667
"two_step_Neyman",0.9,1000,2,250,-5.99755596628451,-2.0120771909353,12.7914737352789
"two_step_LS",0.9,1000,2,250,4.97458642952475,-6.78810980848792,6.99533684439132
"mRock",0.9,1000,2,250,0.331761857469436,-0.483280166953558,3.79839934458039
"two_step_Neyman",0.9,1000,2,251,-7.70360428895902,9.11622544023145,5.59418438721642
"two_step_LS",0.9,1000,2,251,-5.09527194207195,9.34511340742598,2.47940287778667
"mRock",0.9,1000,2,251,-0.614283164676722,0.316569472976175,4.65518042330692
"two_step_Neyman",0.9,1000,2,252,-8.68867445647222,5.51611708402285,8.97722890914102
"two_step_LS",0.9,1000,2,252,-8.39898877799592,3.90886435829343,10.4551624372451
"mRock",0.9,1000,2,252,-0.910802610358266,1.14202311823774,3.70854563775274
"two_step_Neyman",0.9,1000,2,253,4.68022034283023,-2.64920812096023,-7.9634287547771
"two_step_LS",0.9,1000,2,253,4.93044969486643,-2.07772642379247,-9.20728802831039
"mRock",0.9,1000,2,253,-0.26304542956993,0.349900204539031,-7.16139178584058
"two_step_Neyman",0.9,1000,2,254,3.94979353122296,-0.0334329913084122,-5.33303258617907
"two_step_LS",0.9,1000,2,254,7.49406487114526,-2.02569492062608,-6.94589476207204
"mRock",0.9,1000,2,254,0.281794917424701,0.392317796386616,-4.32253143589772
"two_step_Neyman",0.9,1000,2,255,7.66583505782936,-4.82370625838274,-3.8929621757009
"two_step_LS",0.9,1000,2,255,6.35060560158226,-3.31914333959089,-4.30893100964684
"mRock",0.9,1000,2,255,0.661787305780572,-0.323054981651556,-3.22011723976286
"two_step_Neyman",0.9,1000,2,256,-2.71487560054491,-5.52524308634447,9.4002808378427
"two_step_LS",0.9,1000,2,256,2.08686550657274,-7.67321525182123,6.64044665776944
"mRock",0.9,1000,2,256,-1.05212153322444,0.691604812930712,-0.647185903522058
"two_step_Neyman",0.9,1000,2,257,4.68102322104465,-3.06101092957292,-4.1678857132808
"two_step_LS",0.9,1000,2,257,1.38130989826844,0.71784825964148,-4.99413711203745
"mRock",0.9,1000,2,257,0.860612519314001,-0.791736688316372,-5.70730141180547
"two_step_Neyman",0.9,1000,2,258,7.36428387997114,-2.18634090787873,-11.1600964833443
"two_step_LS",0.9,1000,2,258,8.69510642813725,-6.10631886247559,-8.55159573247312
"mRock",0.9,1000,2,258,1.05427747034126,-1.05854185147738,-7.47591101899886
"two_step_Neyman",0.9,1000,2,259,-10.6210165685022,3.14355517922317,1.1072860619024
"two_step_LS",0.9,1000,2,259,-12.6225991408788,5.51654910632933,0.468228620307329
"mRock",0.9,1000,2,259,0.0584491515930985,-0.00415138752844291,-9.31255300055084
"two_step_Neyman",0.9,1000,2,26,-0.471051894743218,4.49087020282733,-6.21850864733496
"two_step_LS",0.9,1000,2,26,-3.46713742030876,5.49615236143758,-4.45544211868814
"mRock",0.9,1000,2,26,-0.481822011884926,0.706793551606067,-4.12671624981647
"two_step_Neyman",0.9,1000,2,260,10.7314485672367,-6.16894353355372,0.0549573273350603
"two_step_LS",0.9,1000,2,260,7.22328171606961,-3.46204970322761,0.583448335199861
"mRock",0.9,1000,2,260,0.906158409144569,-0.561982446629584,2.21697456733517
"two_step_Neyman",0.9,1000,2,261,13.6669954543945,-6.23619659384044,-5.60234490783316
"two_step_LS",0.9,1000,2,261,-2.14472854259296,-0.647475528569175,4.93877103224318
"mRock",0.9,1000,2,261,0.361709346158932,-0.142410989126129,-0.276161644781268
"two_step_Neyman",0.9,1000,2,262,-10.0978800443889,3.18551039229597,16.1906909258295
"two_step_LS",0.9,1000,2,262,-8.40043530509798,8.58607021424931,8.89012607849509
"mRock",0.9,1000,2,262,-0.370664461046809,0.177045522385356,7.37662473864803
"two_step_Neyman",0.9,1000,2,263,13.864302042549,-12.0104595596387,8.729856238876
"two_step_LS",0.9,1000,2,263,13.6458471270654,-9.3890383149956,6.49939973206713
"mRock",0.9,1000,2,263,0.94599780189061,-1.07556396549796,7.97066791874389
"two_step_Neyman",0.9,1000,2,264,21.3578111720251,-11.7824085013211,-16.6955543327465
"two_step_LS",0.9,1000,2,264,16.4006417302621,-7.70810854391952,-15.7422427346068
"mRock",0.9,1000,2,264,2.52459999900725,-1.61586152277033,-9.6908334024823
"two_step_Neyman",0.9,1000,2,265,-10.4744348353648,6.73081431483372,4.55431705497749
